pincode,postal_code,locality,city,statename,,
444501,MH0128,Sasti,Chandrapur,Maharashtra,,
444505,MH1859,Washim,Washim,Maharashtra,,
444506,MH1858,Risod,Washim,Maharashtra,,
444601,MH0045,Amravati,Amravati,Maharashtra,,
444606,MH1251,Congress Nagar,Nagpur West,Maharashtra,,
444704,MH0047,Chandur,Amravati,Maharashtra,,
444704,MH0048,Chandurbazar,Amravati,Maharashtra,,
444705,MH0046,Anjangaon,Amravati,Maharashtra,,
444709,MH0051,Dattapur Dhamangaon,Amravati,Maharashtra,,
444728,MH1220,Takli,Nagpur East,Maharashtra,,
444803,MH0050,Daryapur Banosa,Amravati,Maharashtra,,
444805,MH0044,Achalpur,Amravati,Maharashtra,,
444807,MH0049,Chikhaldara,Amravati,Maharashtra,,
444905,MH0052,Morshi,Amravati,Maharashtra,,
444906,MH0054,Warud,Amravati,Maharashtra,,
444921,MH1703,Shirala,Sangli,Maharashtra,,
445001,MH1875,Umarsara,Yavatmal,Maharashtra,,
445001,MH1878,Wadgaon Road,Yavatmal,Maharashtra,,
445001,MH1881,Yavatmal,Yavatmal,Maharashtra,,
445103,MH1860,Arni,Yavatmal,Maharashtra,,
445202,MH1862,Darwha,Yavatmal,Maharashtra,,
445204,MH1871,Pusad,Yavatmal,Maharashtra,,
445206,MH1874,Umarkhed,Yavatmal,Maharashtra,,
445301,MH1865,Ghatanji,Yavatmal,Maharashtra,,
445302,MH1870,Pandharkaoda,Yavatmal,Maharashtra,,
445304,MH1880,Wani,Yavatmal,Maharashtra,,
445401,MH1866,Kalam,Yavatmal,Maharashtra,,
445402,MH1872,Radegaon,Yavatmal,Maharashtra,,
450001,MP0186,Khandwa,Khandwa,Madhya Pradesh,,
450112,MP0187,Mundi,Khandwa,Madhya Pradesh,,
450116,MP0185,Harsud,Khandwa,Madhya Pradesh,,
450221,MP0037,Nepanagar,Burhanpur,Madhya Pradesh,,
450331,MP0036,Burhanpur,Burhanpur,Madhya Pradesh,,
450332,MP1517,Khaknar,Burhanpur,Madhya Pradesh,,
450445,MP0038,Shahpur,Burhanpur,Madhya Pradesh,,
450554,MP0188,Omkareshwar,Khandwa,Madhya Pradesh,,
450661,MP0189,Pandhana,Khandwa,Madhya Pradesh,,
450991,MP0316,Jawar,Sehore,Madhya Pradesh,,
451001,MP0193,Khargone,Khargone,Madhya Pradesh,,
451111,MP0196,Sanawad,Khargone,Madhya Pradesh,,
451115,MP0190,Barwaha,Khargone,Madhya Pradesh,,
451115,MP0710,Naya Pith,Indore,Madhya Pradesh,,
451221,MP0195,Mandleshwar,Khargone,Madhya Pradesh,,
451224,MP0194,Maheshwar,Khargone,Madhya Pradesh,,
451225,MP0256,Machalpur,Rajgarh,Madhya Pradesh,,
451228,MP0192,Kasrawad,Khargone,Madhya Pradesh,,
451331,MP0191,Bhikangaon,Khargone,Madhya Pradesh,,
451332,MP1516,Zirnya,Khargone,Madhya Pradesh,,
451335,MP1515,Goganwa,Khargone,Madhya Pradesh,,
451441,MP1514,Bhagwanpura,Khargone,Madhya Pradesh,,
451442,MP1513,Segaon,Khargone,Madhya Pradesh,,
451447,MP0014,Rajpur,Barwani,Madhya Pradesh,,
451551,MP0011,Barwani,Barwani,Madhya Pradesh,,
451556,MP0010,Anjad,Barwani,Madhya Pradesh,,
451666,MP0015,Sendhwa,Barwani,Madhya Pradesh,,
451666,MP1417,Sondhwa,Alirajpur,Madhya Pradesh,,
451770,MP0013,Pansemal,Barwani,Madhya Pradesh,,
451881,MP0012,Khetia,Barwani,Madhya Pradesh,,
452001,MP0402,A B Road - Manglia To Palasia,Indore,Madhya Pradesh,,
452001,MP0403,A B Road - Palasia To Rajendra Nagar,Indore,Madhya Pradesh,,
452001,MP0410,Agarwal Nagar,Indore,Madhya Pradesh,,
452001,MP0411,Agrasen Square,Indore,Madhya Pradesh,,
452001,MP0412,Agriculture College,Indore,Madhya Pradesh,,
452001,MP0413,Ahilya Mata Colony,Indore,Madhya Pradesh,,
452001,MP0416,Ahilyapuri,Indore,Madhya Pradesh,,
452001,MP0418,Alkapuri,Indore,Madhya Pradesh,,
452001,MP0423,Anand Bagicha,Indore,Madhya Pradesh,,
452001,MP0427,Anand Nagar Ss Road,Indore,Madhya Pradesh,,
452001,MP0428,Ananda Colony,Indore,Madhya Pradesh,,
452001,MP0431,Anupam Nagar,Indore,Madhya Pradesh,,
452001,MP0436,Ashok Nagar,Indore,Madhya Pradesh,,
452001,MP0439,Azad Nagar,Indore,Madhya Pradesh,,
452001,MP0453,Banglow Colony,Indore,Madhya Pradesh,,
452001,MP0454,Bansi Trade Centre,Indore,Madhya Pradesh,,
452001,MP0040,Barigarh,Chhatarpur,Madhya Pradesh,,
452001,MP0460,Bcm City,Indore,Madhya Pradesh,,
452001,MP0461,Beema Nagar,Indore,Madhya Pradesh,,
452001,MP0463,Bengali Square,Indore,Madhya Pradesh,,
452001,MP0465,Bhagwandeen Nagar,Indore,Madhya Pradesh,,
452001,MP0467,Bhandari Marg,Indore,Madhya Pradesh,,
452001,MP0472,Bhola Nagar,Indore,Madhya Pradesh,,
452001,MP0473,Bholaram Ustad Marg,Indore,Madhya Pradesh,,
452001,MP0474,Bhrampur Colony,Indore,Madhya Pradesh,,
452001,MP0479,Bj Vihar Colony,Indore,Madhya Pradesh,,
452001,MP0480,Bk Sindhi Colony,Indore,Madhya Pradesh,,
452001,MP0484,Boundry Road,Indore,Madhya Pradesh,,
452001,MP0488,Bsnl Colony,Indore,Madhya Pradesh,,
452001,MP0491,Central Excise,Indore,Madhya Pradesh,,
452001,MP0495,Chawani,Indore,Madhya Pradesh,,
452001,MP0496,Chetak Vihar,Indore,Madhya Pradesh,,
452001,MP1199,Chhavni,Bhopal,Madhya Pradesh,,
452001,MP0499,Chhoti Gwaltoli,Indore,Madhya Pradesh,,
452001,MP0502,Chitavad Road,Indore,Madhya Pradesh,,
452001,MP0506,Classic Purnima Estate,Indore,Madhya Pradesh,,
452001,MP0511,Cpwd Colony,Indore,Madhya Pradesh,,
452001,MP0513,Dawa Bazar,Indore,Madhya Pradesh,,
452001,MP0144,Dent Paint,Indore,Madhya Pradesh,,
452001,MP0515,Dev Nagar,Indore,Madhya Pradesh,,
452001,MP0520,Dhar Kothi,Indore,Madhya Pradesh,,
452001,MP0523,Diamond Colony,Indore,Madhya Pradesh,,
452001,MP0530,Durga Nagar,Indore,Madhya Pradesh,,
452001,MP0533,Film Colony,Indore,Madhya Pradesh,,
452001,MP0535,Gacc Campus,Indore,Madhya Pradesh,,
452001,MP0543,Geeta Nagar,Indore,Madhya Pradesh,,
452001,MP0553,Gpo,Indore,Madhya Pradesh,,
452001,MP0555,Greater Tirupati,Indore,Madhya Pradesh,,
452001,MP0556,Green Land Colony,Indore,Madhya Pradesh,,
452001,MP0559,Gulab Park,Indore,Madhya Pradesh,,
452001,MP0561,Gulmarg Colony,Indore,Madhya Pradesh,,
452001,MP0562,Gulmarg Complex,Indore,Madhya Pradesh,,
452001,MP0563,Gulmohar,Indore,Madhya Pradesh,,
452001,MP0565,Gumasta Nagar,Indore,Madhya Pradesh,,
452001,MP0566,Gurmeet Nagar,Indore,Madhya Pradesh,,
452001,MP0570,Hargobind Nagar,Indore,Madhya Pradesh,,
452001,MP0580,Income Tax,Indore,Madhya Pradesh,,
452001,MP0584,Jagannath Colony,Indore,Madhya Pradesh,,
452001,MP0587,Jail Road,Indore,Madhya Pradesh,,
452001,MP0588,Jain Colony,Indore,Madhya Pradesh,,
452001,MP0591,Janki Nagar,Indore,Madhya Pradesh,,
452001,MP0592,Janki Nagar Main,Indore,Madhya Pradesh,,
452001,MP0593,Jaora Compound,Indore,Madhya Pradesh,,
452001,MP0598,Jeevandeep Colony,Indore,Madhya Pradesh,,
452001,MP0599,Jhaar Colony,Indore,Madhya Pradesh,,
452001,MP0600,Johri Palace,Indore,Madhya Pradesh,,
452001,MP0601,Joshi Colony,Indore,Madhya Pradesh,,
452001,MP0605,Juna Tukoganj,Indore,Madhya Pradesh,,
452001,MP0606,Juni Indore,Indore,Madhya Pradesh,,
452001,MP0608,Kailash Park,Indore,Madhya Pradesh,,
452001,MP0617,Kasera Bakhal,Indore,Madhya Pradesh,,
452001,MP0621,Khajarani Kakad,Indore,Madhya Pradesh,,
452001,MP0629,Kibe Compound,Indore,Madhya Pradesh,,
452001,MP0634,Koushalyapuri,Indore,Madhya Pradesh,,
452001,MP0636,Krishi Nagar,Indore,Madhya Pradesh,,
452001,MP0643,Lala Ram Nagar,Indore,Madhya Pradesh,,
452001,MP0645,Lig,Indore,Madhya Pradesh,,
452001,MP0649,M G Road Opp Ti Lane,Indore,Madhya Pradesh,,
452001,MP0650,M G Road Ti Line,Indore,Madhya Pradesh,,
452001,MP0653,Maa Durga Nagar,Indore,Madhya Pradesh,,
452001,MP0654,Maa Vihar Colony,Indore,Madhya Pradesh,,
452001,MP0657,Madhumilan Square,Indore,Madhya Pradesh,,
452001,MP0658,Magalmurti Nagar,Indore,Madhya Pradesh,,
452001,MP0666,Mahesh Gard Line,Indore,Madhya Pradesh,,
452001,MP0677,Manormaganj,Indore,Madhya Pradesh,,
452001,MP0679,Marathi Mohalla,Indore,Madhya Pradesh,,
452001,MP0683,Mechanic Nagar,Indore,Madhya Pradesh,,
452001,MP0684,Menan Colony,Indore,Madhya Pradesh,,
452001,MP0687,Mig,Indore,Madhya Pradesh,,
452001,MP0692,Multani Nagar,Indore,Madhya Pradesh,,
452001,MP0693,Murai Mohalla,Indore,Madhya Pradesh,,
452001,MP0694,Musakhedi,Indore,Madhya Pradesh,,
452001,MP0700,Nand Gaon,Indore,Madhya Pradesh,,
452001,MP0704,Narayan Bagh,Indore,Madhya Pradesh,,
452001,MP0705,Narayan Kothi,Indore,Madhya Pradesh,,
452001,MP0707,Nasia Road,Indore,Madhya Pradesh,,
452001,MP0708,Navlakha,Indore,Madhya Pradesh,,
452001,MP0709,Navratan Bag,Indore,Madhya Pradesh,,
452001,MP0711,Naya Pura,Indore,Madhya Pradesh,,
452001,MP0714,Nemavar Road,Indore,Madhya Pradesh,,
452001,MP0717,Netram Ka Bagicha,Indore,Madhya Pradesh,,
452001,MP0718,New Agrawal Nagar,Indore,Madhya Pradesh,,
452001,MP0721,New Loha Mandi,Indore,Madhya Pradesh,,
452001,MP0724,Nidhivan Cly,Indore,Madhya Pradesh,,
452001,MP0729,Old Palasia,Indore,Madhya Pradesh,,
452001,MP0731,Padmavati Colony,Indore,Madhya Pradesh,,
452001,MP0733,Palasia,Indore,Madhya Pradesh,,
452001,MP0734,Palda Naka,Indore,Madhya Pradesh,,
452001,MP0738,Panchsheel Nagar,Indore,Madhya Pradesh,,
452001,MP0745,Parshavnath Colony,Indore,Madhya Pradesh,,
452001,MP0746,Parsi Maholla,Indore,Madhya Pradesh,,
452001,MP0749,Patrakar Colony,Indore,Madhya Pradesh,,
452001,MP0754,Pipaliya Hana,Indore,Madhya Pradesh,,
452001,MP0758,Prabhapuri,Indore,Madhya Pradesh,,
452001,MP0761,Prakash Nagar,Indore,Madhya Pradesh,,
452001,MP0768,Professor Colony,Indore,Madhya Pradesh,,
452001,MP0771,R N T Marg,Indore,Madhya Pradesh,,
452001,MP0772,R S Bhandari Marg,Indore,Madhya Pradesh,,
452001,MP0775,Radio Colony,Indore,Madhya Pradesh,,
452001,MP0781,Rajgarh Kothi,Indore,Madhya Pradesh,,
452001,MP0783,Rajmahal Colony,Indore,Madhya Pradesh,,
452001,MP0784,Rajshri Palace,Indore,Madhya Pradesh,,
452001,MP0790,Ratlam Kothi,Indore,Madhya Pradesh,,
452001,MP0793,Recidency Area,Indore,Madhya Pradesh,,
452001,MP0794,Regal Colony,Indore,Madhya Pradesh,,
452001,MP0811,Sajan Nagar,Indore,Madhya Pradesh,,
452001,MP0819,Samvad Nagar,Indore,Madhya Pradesh,,
452001,MP0820,Samvid Nagar,Indore,Madhya Pradesh,,
452001,MP0828,Sanyogita Ganj,Indore,Madhya Pradesh,,
452001,MP0832,Sarvate Bus Stand,Indore,Madhya Pradesh,,
452001,MP0833,Sarvoday Nagar,Indore,Madhya Pradesh,,
452001,MP0844,Seva Sardar Nagar,Indore,Madhya Pradesh,,
452001,MP0845,Shaduvaswini Nagar,Indore,Madhya Pradesh,,
452001,MP0851,Shanti Kunj,Indore,Madhya Pradesh,,
452001,MP0856,Shehnai Residancy,Indore,Madhya Pradesh,,
452001,MP0858,Shipra Police Station,Indore,Madhya Pradesh,,
452001,MP0860,Shiv Kripa Colony,Indore,Madhya Pradesh,,
452001,MP0861,Shiv Mangal Nagar,Indore,Madhya Pradesh,,
452001,MP0863,Shiv Vihar Colony,Indore,Madhya Pradesh,,
452001,MP0865,Shivmoti Nagar,Indore,Madhya Pradesh,,
452001,MP0866,Shri Kant Palace,Indore,Madhya Pradesh,,
452001,MP0867,Shri Krishna Market,Indore,Madhya Pradesh,,
452001,MP0870,Shukh Sampda Colony,Indore,Madhya Pradesh,,
452001,MP0878,Sindhu Nagar,Indore,Madhya Pradesh,,
452001,MP0881,Sneh Nagar,Indore,Madhya Pradesh,,
452001,MP0883,Snehlata Ganj,Indore,Madhya Pradesh,,
452001,MP0885,South Tukoganj,Indore,Madhya Pradesh,,
452001,MP0895,Suraj Kothi,Indore,Madhya Pradesh,,
452001,MP0899,Takshila,Indore,Madhya Pradesh,,
452001,MP0904,Tirupati Colony,Indore,Madhya Pradesh,,
452001,MP0905,Tongia Market,Indore,Madhya Pradesh,,
452001,MP0910,Udyog Nagar,Indore,Madhya Pradesh,,
452001,MP0911,Univercity Campus,Indore,Madhya Pradesh,,
452001,MP0912,Usha Ganj,Indore,Madhya Pradesh,,
452001,MP0916,Vainketesh Nagar,Indore,Madhya Pradesh,,
452001,MP0925,Vidhya Nagar,Indore,Madhya Pradesh,,
452001,MP0933,Y N Road,Indore,Madhya Pradesh,,
452002,MP0415,Ahilya Pura,Indore,Madhya Pradesh,,
452002,MP0430,Anoop Nagar,Indore,Madhya Pradesh,,
452002,MP0443,Bada Sarafa,Indore,Madhya Pradesh,,
452002,MP0448,Bajaj Khana,Indore,Madhya Pradesh,,
452002,MP0456,Bartan Bazar,Indore,Madhya Pradesh,,
452002,MP0464,Bhagat Singh Marg,Indore,Madhya Pradesh,,
452002,MP0478,Biyabani,Indore,Madhya Pradesh,,
452002,MP0481,Bohra Bakhal,Indore,Madhya Pradesh,,
452002,MP0482,Bohra Bazar,Indore,Madhya Pradesh,,
452002,MP0494,Chatri Bagh,Indore,Madhya Pradesh,,
452002,MP0501,Chipa Bakhal,Indore,Madhya Pradesh,,
452002,MP0510,Cpwd,Indore,Madhya Pradesh,,
452002,MP0521,Dhar Road,Indore,Madhya Pradesh,,
452002,MP0551,Gorakund,Indore,Madhya Pradesh,,
452002,MP0578,Hukumchand Marg,Indore,Madhya Pradesh,,
452002,MP0579,Imli Bazar,Indore,Madhya Pradesh,,
452002,MP0603,Juna Pitha,Indore,Madhya Pradesh,,
452002,MP0615,Kanch Mandir,Indore,Madhya Pradesh,,
452002,MP0624,Khajuri Bazar,Indore,Madhya Pradesh,,
452002,MP0637,Krishna Bagh,Indore,Madhya Pradesh,,
452002,MP0646,Lodhi Pura,Indore,Madhya Pradesh,,
452002,MP0651,M T Cloth Market,Indore,Madhya Pradesh,,
452002,MP0668,Malhar Ganj,Indore,Madhya Pradesh,,
452002,MP0690,Mog Line,Indore,Madhya Pradesh,,
452002,MP0698,Naliya Bakhal,Indore,Madhya Pradesh,,
452002,MP0706,Narsing Bazar,Indore,Madhya Pradesh,,
452002,MP0726,North Rajmohalla,Indore,Madhya Pradesh,,
452002,MP0727,North Yashwant Ganj,Indore,Madhya Pradesh,,
452002,MP0737,Panchkuiya Road,Indore,Madhya Pradesh,,
452002,MP0779,Rajaswa Gram,Indore,Madhya Pradesh,,
452002,MP0814,Sales Tax Colony,Indore,Madhya Pradesh,,
452002,MP0816,Samajvadi Indira,Indore,Madhya Pradesh,,
452002,MP0817,Samajwad Nagar,Indore,Madhya Pradesh,,
452002,MP0821,Samwajwad Nagar,Indore,Madhya Pradesh,,
452002,MP0822,Samyak Park,Indore,Madhya Pradesh,,
452002,MP0826,Santha Bazar,Indore,Madhya Pradesh,,
452002,MP0829,Sarafa,Indore,Madhya Pradesh,,
452002,MP0835,Sch No 71,Indore,Madhya Pradesh,,
452002,MP0846,Shakkar Bazar,Indore,Madhya Pradesh,,
452002,MP0859,Shitla Mata Bazar,Indore,Madhya Pradesh,,
452002,MP0884,South Rajmohalla,Indore,Madhya Pradesh,,
452002,MP0887,Subhash Chowk,Indore,Madhya Pradesh,,
452002,MP0900,Tali Bakhal,Indore,Madhya Pradesh,,
452002,MP0906,Tori Corner,Indore,Madhya Pradesh,,
452002,MP0919,Vardhman Nagar,Indore,Madhya Pradesh,,
452003,MP0440,B Builders Colony,Indore,Madhya Pradesh,,
452003,MP0504,City Centre,Indore,Madhya Pradesh,,
452003,MP0522,Dhenu Market,Indore,Madhya Pradesh,,
452003,MP0529,Dubey Sahab Ka Bagicha,Indore,Madhya Pradesh,,
452003,MP0602,Joy Builders Colony,Indore,Madhya Pradesh,,
452003,MP0638,Lad Colony,Indore,Madhya Pradesh,,
452003,MP0680,Marimata,Indore,Madhya Pradesh,,
452003,MP0688,Mira Path,Indore,Madhya Pradesh,,
452003,MP0713,Nehru Park,Indore,Madhya Pradesh,,
452003,MP0720,New Dewas Road,Indore,Madhya Pradesh,,
452003,MP0744,Park Road,Indore,Madhya Pradesh,,
452003,MP0748,Patni Pura,Indore,Madhya Pradesh,,
452003,MP0750,Peer Gali,Indore,Madhya Pradesh,,
452003,MP0751,Phadnis Colony,Indore,Madhya Pradesh,,
452003,MP0788,Rani Sati Gate,Indore,Madhya Pradesh,,
452003,MP0825,Sanghi Colony,Indore,Madhya Pradesh,,
452003,MP0827,Sanwer Road,Indore,Madhya Pradesh,,
452003,MP0857,Shekar Park,Indore,Madhya Pradesh,,
452003,MP0877,Simran Park,Indore,Madhya Pradesh,,
452003,MP0879,Sita Bag Colony,Indore,Madhya Pradesh,,
452003,MP0886,Sri Nath Vihar,Indore,Madhya Pradesh,,
452003,MP0894,Sundar Nagar,Indore,Madhya Pradesh,,
452003,MP0917,Vallabh Nagar,Indore,Madhya Pradesh,,
452003,MP0922,Veena Nagar,Indore,Madhya Pradesh,,
452004,MP0455,Bargal Colony,Indore,Madhya Pradesh,,
452004,MP0471,Bhoi Maholla,Indore,Madhya Pradesh,,
452004,MP0509,Collector Office,Indore,Madhya Pradesh,,
452004,MP0546,Godha Colony,Indore,Madhya Pradesh,,
452004,MP0575,Hemson Colony,Indore,Madhya Pradesh,,
452004,MP0590,Jaishree Sydnicate,Indore,Madhya Pradesh,,
452004,MP0595,Javeri Colony,Indore,Madhya Pradesh,,
452004,MP0639,Ladkana Nagar,Indore,Madhya Pradesh,,
452004,MP0682,Martand Chowk,Indore,Madhya Pradesh,,
452004,MP0755,Pipli Bazar,Indore,Madhya Pradesh,,
452004,MP0786,Ram Bagh,Indore,Madhya Pradesh,,
452004,MP0796,Resham Wala Compound,Indore,Madhya Pradesh,,
452004,MP0815,Salvi Bhakhal,Indore,Madhya Pradesh,,
452004,MP0882,Sneh Vihar Colony,Indore,Madhya Pradesh,,
452005,MP0442,Bada Ganpati,Indore,Madhya Pradesh,,
452005,MP0477,Bijasan Road,Indore,Madhya Pradesh,,
452005,MP0644,Laxmi Bai Nagar,Indore,Madhya Pradesh,,
452005,MP0841,Scheme 51,Indore,Madhya Pradesh,,
452005,MP0929,Vindhyachal Nagar,Indore,Madhya Pradesh,,
452006,MP0417,Air Port Road,Indore,Madhya Pradesh,,
452006,MP0498,Chhota Bangarda Road,Indore,Madhya Pradesh,,
452006,MP0525,Dilip Singh Colony,Indore,Madhya Pradesh,,
452006,MP0557,Green Park Colony,Indore,Madhya Pradesh,,
452006,MP0577,Hukum Chand Colony,Indore,Madhya Pradesh,,
452006,MP0604,Juna Risala,Indore,Madhya Pradesh,,
452006,MP0609,Kalani Nagar,Indore,Madhya Pradesh,,
452006,MP0613,Kamla Nehru Colony,Indore,Madhya Pradesh,,
452006,MP0630,Killa Maidan,Indore,Madhya Pradesh,,
452006,MP0664,Mahavir Bagh,Indore,Madhya Pradesh,,
452006,MP0725,Noorani Nagar,Indore,Madhya Pradesh,,
452006,MP0747,Patel Nagar,Indore,Madhya Pradesh,,
452006,MP0774,Radha Nagar,Indore,Madhya Pradesh,,
452006,MP0789,Ratan Bagh,Indore,Madhya Pradesh,,
452006,MP0804,Rukhmani Kunj,Indore,Madhya Pradesh,,
452006,MP0805,Sadar Bazar,Indore,Madhya Pradesh,,
452006,MP0806,Sadhana Nagar,Indore,Madhya Pradesh,,
452006,MP0824,Sangam Nagar,Indore,Madhya Pradesh,,
452006,MP0843,Seshadari Colony,Indore,Madhya Pradesh,,
452006,MP0849,Shankar Bag,Indore,Madhya Pradesh,,
452006,MP0852,Shanti Nagar,Indore,Madhya Pradesh,,
452006,MP0875,Sikshak Nagar,Indore,Madhya Pradesh,,
452006,MP0888,Subhash Marg,Indore,Madhya Pradesh,,
452006,MP0891,Sukhdev Nagar,Indore,Madhya Pradesh,,
452006,MP0908,Triputi Nagar,Indore,Madhya Pradesh,,
452007,MP0405,Abhinandan Nagar,Indore,Madhya Pradesh,,
452007,MP0406,Ada Bazar,Indore,Madhya Pradesh,,
452007,MP0414,Ahilya Paltan,Indore,Madhya Pradesh,,
452007,MP0445,Badwali Chowki,Indore,Madhya Pradesh,,
452007,MP0446,Baikunthdham Colony,Indore,Madhya Pradesh,,
452007,MP0459,Baxi Bagh,Indore,Madhya Pradesh,,
452007,MP0516,Devi Ahilya Marg,Indore,Madhya Pradesh,,
452007,MP0537,Ganesh Colony,Indore,Madhya Pradesh,,
452007,MP0540,Ganji Compound,Indore,Madhya Pradesh,,
452007,MP0567,Gurunanak Colony,Indore,Madhya Pradesh,,
452007,MP0572,Harsidhi,Indore,Madhya Pradesh,,
452007,MP0573,Hathipala,Indore,Madhya Pradesh,,
452007,MP0574,Hemilton Road,Indore,Madhya Pradesh,,
452007,MP0589,Jairampur Colony,Indore,Madhya Pradesh,,
452007,MP0594,Jati Colony,Indore,Madhya Pradesh,,
452007,MP0596,Jawahar Ganj,Indore,Madhya Pradesh,,
452007,MP0597,Jawahar Marg,Indore,Madhya Pradesh,,
452007,MP0607,Kachhi Mohalla,Indore,Madhya Pradesh,,
452007,MP0619,Katju Colony,Indore,Madhya Pradesh,,
452007,MP0626,Khati Pura,Indore,Madhya Pradesh,,
452007,MP0631,Kishan Pura,Indore,Madhya Pradesh,,
452007,MP0633,Kothari Market,Indore,Madhya Pradesh,,
452007,MP0641,Lal Bagh Road,Indore,Madhya Pradesh,,
452007,MP0652,M T H Compound,Indore,Madhya Pradesh,,
452007,MP0662,Maharani Road,Indore,Madhya Pradesh,,
452007,MP0681,Marimata Chouraha,Indore,Madhya Pradesh,,
452007,MP0685,Mewati Maholla,Indore,Madhya Pradesh,,
452007,MP0696,Nagar Nigam Road,Indore,Madhya Pradesh,,
452007,MP0722,New Sabji Mandi,Indore,Madhya Pradesh,,
452007,MP0730,P Y Road,Indore,Madhya Pradesh,,
452007,MP0732,Pagnis Paga,Indore,Madhya Pradesh,,
452007,MP0736,Palsikar Colony,Indore,Madhya Pradesh,,
452007,MP0740,Pant Vaidya Colony,Indore,Madhya Pradesh,,
452007,MP0764,Prem Nagar,Indore,Madhya Pradesh,,
452007,MP0787,Rani Pura,Indore,Madhya Pradesh,,
452007,MP0799,River Side Road,Indore,Madhya Pradesh,,
452007,MP0800,Roopram Nagar,Indore,Madhya Pradesh,,
452007,MP0854,Shastri Market,Indore,Madhya Pradesh,,
452007,MP0869,Shubhash Chowk,Indore,Madhya Pradesh,,
452007,MP0874,Sikh Maholla,Indore,Madhya Pradesh,,
452007,MP0880,Siyaganj,Indore,Madhya Pradesh,,
452007,MP0903,Tilak Path,Indore,Madhya Pradesh,,
452007,MP0909,Triveni Colony,Indore,Madhya Pradesh,,
452007,MP0921,Vasudev Nagar,Indore,Madhya Pradesh,,
452008,MP0508,Cloth Market,Indore,Madhya Pradesh,,
452008,MP0770,R C Road,Indore,Madhya Pradesh,,
452008,MP0868,Shri Nagar,Indore,Madhya Pradesh,,
452009,MP0407,Adarsh Indira Nagar,Indore,Madhya Pradesh,,
452009,MP0429,Annapurna Road,Indore,Madhya Pradesh,,
452009,MP0437,Ashoka Colony,Indore,Madhya Pradesh,,
452009,MP0438,Ashray Colony,Indore,Madhya Pradesh,,
452009,MP0444,Badri Bag,Indore,Madhya Pradesh,,
452009,MP0470,Bhawanipur Colony,Indore,Madhya Pradesh,,
452009,MP0485,Brij Vihar Colony,Indore,Madhya Pradesh,,
452009,MP0497,Chhatrapati Nagar,Indore,Madhya Pradesh,,
452009,MP0527,Dravid Nagar,Indore,Madhya Pradesh,,
452009,MP0534,Footi Kothi,Indore,Madhya Pradesh,,
452009,MP0542,Gayatri Nagar,Indore,Madhya Pradesh,,
452009,MP0550,Gopur Colony,Indore,Madhya Pradesh,,
452009,MP0560,Guljar Colony,Indore,Madhya Pradesh,,
452009,MP0581,Indra Gandhi Nagar,Indore,Madhya Pradesh,,
452009,MP0585,Jai Jagat Colony,Indore,Madhya Pradesh,,
452009,MP0618,Kasera Bazar,Indore,Madhya Pradesh,,
452009,MP0620,Keshar Bagh Road,Indore,Madhya Pradesh,,
452009,MP0635,Kranti Kraplani Nagar,Indore,Madhya Pradesh,,
452009,MP0642,Lal Bahadur Shastri Nagar,Indore,Madhya Pradesh,,
452009,MP0647,Lokmanya Nagar,Indore,Madhya Pradesh,,
452009,MP0648,Lokmanya Nagar Station,Indore,Madhya Pradesh,,
452009,MP0656,Madhuban Colony,Indore,Madhya Pradesh,,
452009,MP0689,Mishra Nagar,Indore,Madhya Pradesh,,
452009,MP0691,Moon Palace Colony,Indore,Madhya Pradesh,,
452009,MP0703,Nandanvan Colony,Indore,Madhya Pradesh,,
452009,MP0712,Neelkanth Colony,Indore,Madhya Pradesh,,
452009,MP0715,Nemi Nagar,Indore,Madhya Pradesh,,
452009,MP0723,New Saify Nagar,Indore,Madhya Pradesh,,
452009,MP0766,Pricanco Colony,Indore,Madhya Pradesh,,
452009,MP0803,Rto Road,Indore,Madhya Pradesh,,
452009,MP0807,Sahjeevan Nagar,Indore,Madhya Pradesh,,
452009,MP0872,Siddharth Nagar,Indore,Madhya Pradesh,,
452009,MP0873,Siddhi Puram,Indore,Madhya Pradesh,,
452009,MP0889,Sudama Nagar,Indore,Madhya Pradesh,,
452009,MP0896,Swami Dayanand Nagar,Indore,Madhya Pradesh,,
452009,MP0913,Usha Nagar,Indore,Madhya Pradesh,,
452009,MP0928,Vinay Nagar,Indore,Madhya Pradesh,,
452009,MP0930,Vishnupuri,Indore,Madhya Pradesh,,
452009,MP0931,Vishvakarma Nagar,Indore,Madhya Pradesh,,
452010,MP0424,Anand Bazar,Indore,Madhya Pradesh,,
452010,MP0441,B C M Hights,Indore,Madhya Pradesh,,
452010,MP0452,Bangali Colony,Indore,Madhya Pradesh,,
452010,MP0457,Basant Vihar,Indore,Madhya Pradesh,,
452010,MP0466,Bhagya Shree Nagar,Indore,Madhya Pradesh,,
452010,MP0468,Bhanwarkua,Indore,Madhya Pradesh,,
452010,MP0483,Bombay Hospital,Indore,Madhya Pradesh,,
452010,MP0500,Chikitsak Nagar,Indore,Madhya Pradesh,,
452010,MP0505,Clasic Purnima Park,Indore,Madhya Pradesh,,
452010,MP0517,Dewas Naka,Indore,Madhya Pradesh,,
452010,MP0568,Haji Colny,Indore,Madhya Pradesh,,
452010,MP0576,Hig,Indore,Madhya Pradesh,,
452010,MP0582,Indrapuri,Indore,Madhya Pradesh,,
