pincode,locality,city,statename,
622404,Nachandupatti S.O,PUDUKKOTTAI,TAMIL NADU,
622001,Pudukkottai Pub Offices S.O,PUDUKKOTTAI,TAMIL NADU,
622505,Ramachandrapuram S.O (Pudukkottai),PUDUKKOTTAI,TAMIL NADU,
614805,Subramaniapuram S.O (Pudukkottai),PUDUKKOTTAI,TAMIL NADU,
622303,Tiruvarankulam S.O,PUDUKKOTTAI,TAMIL NADU,
621102,Annamangalam S.O,PERAMBALUR,TAMIL NADU,
621708,Kunnam S.O (Perambalur),PERAMBALUR,TAMIL NADU,
621113,Siruvachur S.O,PERAMBALUR,TAMIL NADU,
621115,Valikondapuram S.O,PERAMBALUR,TAMIL NADU,
621116,Veppanthattai S.O,PERAMBALUR,TAMIL NADU,
621211,Musiri S.O,TIRUCHIRAPPALLI,TAMIL NADU,
621213,Sirugambur S.O,TIRUCHIRAPPALLI,TAMIL NADU,
621001,Erakudi S.O,TIRUCHIRAPPALLI,TAMIL NADU,
621007,Puthanampatti S.O,TIRUCHIRAPPALLI,TAMIL NADU,
621114,T.Kalathur S.O,PERAMBALUR,TAMIL NADU,
621217,Thandalaiputhur S.O,TIRUCHIRAPPALLI,TAMIL NADU,
621012,Vyrichettipalayam S.O,TIRUCHIRAPPALLI,TAMIL NADU,
614717,Adichapuram S.O,THIRUVARUR,TAMIL NADU,
614101,Koothanallur S.O,THIRUVARUR,TAMIL NADU,
614708,Kottur S.O (Tiruvarur),THIRUVARUR,TAMIL NADU,
614103,Podakudi S.O,THIRUVARUR,TAMIL NADU,
614016,Serangolam S.O,THIRUVARUR,TAMIL NADU,
614018,Ullikottai S.O,THIRUVARUR,TAMIL NADU,
614202,Ganapathi Agraharam S.O,THANJAVUR,TAMIL NADU,
614205,Papanasam Public Office S.O,THANJAVUR,TAMIL NADU,
612301,Pullabudangudi S.O,THANJAVUR,TAMIL NADU,
614303,Vadakkumangudi S.O,THANJAVUR,TAMIL NADU,
613007,Rajappa Nagar S.O,THANJAVUR,TAMIL NADU,
613402,Sengipatti S.O,THANJAVUR,TAMIL NADU,
613204,Thiruvaiyaru S.O,THANJAVUR,TAMIL NADU,
613102,Thogur S.O,THANJAVUR,TAMIL NADU,
613401,Tirumalaisamudram East S.O,THANJAVUR,TAMIL NADU,
613403,Vallam TJ S.O,THANJAVUR,TAMIL NADU,
613205,Vediapuram S.O,THANJAVUR,TAMIL NADU,
621801,Andimadam SO,Ariyalur,TAMIL NADU,
621729,Ariyalur Cement Factory SO,Ariyalur,TAMIL NADU,
621715,Tirumanur SO,Ariyalur,TAMIL NADU,
621722,Viragalur SO,TIRUCHIRAPPALLI,TAMIL NADU,
621712,Pudur Uthamanur SO,TIRUCHIRAPPALLI,TAMIL NADU,
620024,Bharathidasan University SO,TIRUCHIRAPPALLI,TAMIL NADU,
639103,Kulumani SO,TIRUCHIRAPPALLI,TAMIL NADU,
620020,P and T Colony SO Tiruchirappalli,TIRUCHIRAPPALLI,TAMIL NADU,
620018,Thillai Nagar SO,TIRUCHIRAPPALLI,TAMIL NADU,
620022,Thuvakudimalai SO,TIRUCHIRAPPALLI,TAMIL NADU,
620001,Tiruchirappalli Collectorate SO,TIRUCHIRAPPALLI,TAMIL NADU,
620003,Woriur SO,TIRUCHIRAPPALLI,TAMIL NADU,
606208,Murarbad S.O,KALLAKURICHI,TAMIL NADU,
605801,Ariyalur (Villupuram) S.O,KALLAKURICHI,TAMIL NADU,
605803,Sithalingamadam S.O,VILLUPURAM,TAMIL NADU,
606003,Budamur S.O,CUDDALORE,TAMIL NADU,
606304,Veppur (SA) S.O,CUDDALORE,TAMIL NADU,
606001,Vriddhachalam Cutchery S.O,CUDDALORE,TAMIL NADU,
282003,BP Oilmill SO,AGRA,UTTAR PRADESH,
283201,Barhan SO,AGRA,UTTAR PRADESH,
283114,JAITPUR SO,AGRA,UTTAR PRADESH,
282003,KALIBARI,AGRA,UTTAR PRADESH,
282003,PHULATTI BAZAR,AGRA,UTTAR PRADESH,
282010,Bhogipura SO,AGRA,UTTAR PRADESH,
282001,INDRAPURAM SO,AGRA,UTTAR PRADESH,
283122,KIRAOLI SO,AGRA,UTTAR PRADESH,
282002,MEDICAL COLLEGE SO,AGRA,UTTAR PRADESH,
282010,SHAHGANJ SO,AGRA,UTTAR PRADESH,
282001,TAJ SO,AGRA,UTTAR PRADESH,
282007,Avas Vikas Colony SO,AGRA,UTTAR PRADESH,
202122,Aligarh Dairy Farm S.O,ALIGARH,UTTAR PRADESH,
202131,Bijauli S.O,ALIGARH,UTTAR PRADESH,
202001,D S College SO,ALIGARH,UTTAR PRADESH,
204216,G C Sasni SO,HATHRAS,UTTAR PRADESH,
202134,Gangiri SO,ALIGARH,UTTAR PRADESH,
204101,Hathras SO,HATHRAS,UTTAR PRADESH,
202128,Jalali SO,ALIGARH,UTTAR PRADESH,
202127,Kasimpur SO,ALIGARH,UTTAR PRADESH,
202129,Kauriyaganj SO,ALIGARH,UTTAR PRADESH,
202002,Medical College SO Aligarh,ALIGARH,UTTAR PRADESH,
204214,Purdilpur SO,HATHRAS,UTTAR PRADESH,
202001,Sarai Khirni SO,ALIGARH,UTTAR PRADESH,
202001,Sarai Labaria SO,ALIGARH,UTTAR PRADESH,
202001,T R M M Aligarh SO,ALIGARH,UTTAR PRADESH,
202001,NDC Aligarh,ALIGARH,UTTAR PRADESH,
203402,Bb  Nagar SO,BULANDSHAHR,UTTAR PRADESH,
203394,Jahangirabad SO Bulandshahr,BULANDSHAHR,UTTAR PRADESH,
203391,KSC Mill  Anupshahr SO,BULANDSHAHR,UTTAR PRADESH,
203395,Shikarpur SO Bulandshahr,BULANDSHAHR,UTTAR PRADESH,
203398,Uncha Gaon SO,BULANDSHAHR,UTTAR PRADESH,
203131,Gt Road  Khurja SO,BULANDSHAHR,UTTAR PRADESH,
203202,Gurukul  Sikandrabad SO,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,
203141,Jahangirpur SO,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,
203209,Rabupura SO,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,
203399,Ramghat SO Bulandshahr,BULANDSHAHR,UTTAR PRADESH,
207248,Dhumri SO,ETAH,UTTAR PRADESH,
207122,Nidholi Kalan SO,ETAH,UTTAR PRADESH,
207001,Patiali Gate SO,ETAH,UTTAR PRADESH,
207245,Sahawar SO,Kasganj,UTTAR PRADESH,
206121,Ajitmal SO,AURAIYA,UTTAR PRADESH,
206248,Sahar SO Auraiya,AURAIYA,UTTAR PRADESH,
206242,Bharthana SO,ETAWAH,UTTAR PRADESH,
206125,Chakar Nagar SO,ETAWAH,UTTAR PRADESH,
206001,Distt Board  Etawah SO,ETAWAH,UTTAR PRADESH,
206126,Ekdil SO,ETAWAH,UTTAR PRADESH,
206245,Jaswant Nagar Bazar SO,ETAWAH,UTTAR PRADESH,
284002,Bara Bazar SO Jhansi,JHANSI,UTTAR PRADESH,
284120,BHEL SO Jhansi,JHANSI,UTTAR PRADESH,
284001,Chauraha Municipal Board SO,JHANSI,UTTAR PRADESH,
284001,Jhansi Kutchery SO,JHANSI,UTTAR PRADESH,
284003,Jhansi Railway Station SO,JHANSI,UTTAR PRADESH,
284001,Jhansi Sadar Bazar SO,JHANSI,UTTAR PRADESH,
284204,Mauranipur SO,JHANSI,UTTAR PRADESH,
284123,Barh SO Lalitpur,LALITPUR,UTTAR PRADESH,
284403,Lalitpur Railway Station SO,LALITPUR,UTTAR PRADESH,
284405,Mahroni SO,LALITPUR,UTTAR PRADESH,
285202,Ata SO,JALAUN,UTTAR PRADESH,
285205,Navin Mandi Konch SO,JALAUN,UTTAR PRADESH,
285001,Orai Kutchery SO,JALAUN,UTTAR PRADESH,
283205,Collectorate firozabad SO,FIROZABAD,UTTAR PRADESH,
283142,Pariyar SO,FIROZABAD,UTTAR PRADESH,
283203,S N H Road Firozabad SO,FIROZABAD,UTTAR PRADESH,
205264,Karhal SO Mainpuri,MAINPURI,UTTAR PRADESH,
205303,Kishni SO,MAINPURI,UTTAR PRADESH,
205267,Sultanganj SO Mainpuri,MAINPURI,UTTAR PRADESH,
281001,Arya Samaj Road SO,MATHURA,UTTAR PRADESH,
281001,Chatta Bazar SO Mathura,MATHURA,UTTAR PRADESH,
281403,Kosi Kalan SO,MATHURA,UTTAR PRADESH,
281121,Loi Bazar SO,MATHURA,UTTAR PRADESH,
281202,Mant SO,MATHURA,UTTAR PRADESH,
281203,Nauhjhil SO,MATHURA,UTTAR PRADESH,
281504,Radhakund SO,MATHURA,UTTAR PRADESH,
281204,Raya SO,MATHURA,UTTAR PRADESH,
281001,Veterinary College SO,MATHURA,UTTAR PRADESH,
281001,Chandanban SO,MATHURA,UTTAR PRADESH,
211007,Agriculture Institute SO,PRAYAGRAJ,UTTAR PRADESH,
211003,Prayagraj City SO,PRAYAGRAJ,UTTAR PRADESH,
212104,Bharatganj SO,PRAYAGRAJ,UTTAR PRADESH,
211014,C D A P SO,PRAYAGRAJ,UTTAR PRADESH,
212111,Dandupur SO,PRAYAGRAJ,UTTAR PRADESH,
211016,Kesaria Road SO,PRAYAGRAJ,UTTAR PRADESH,
212307,Khain SO,PRAYAGRAJ,UTTAR PRADESH,
211001,Leader SO,PRAYAGRAJ,UTTAR PRADESH,
211008,Naini SO,PRAYAGRAJ,UTTAR PRADESH,
211003,New Bairahana SO,PRAYAGRAJ,UTTAR PRADESH,
211001,S N Marg SO,PRAYAGRAJ,UTTAR PRADESH,
211003,S R Marg SO,PRAYAGRAJ,UTTAR PRADESH,
212108,Shankargarh SO,PRAYAGRAJ,UTTAR PRADESH,
211023,Prayagraj NDC,PRAYAGRAJ,UTTAR PRADESH,
212308,NTPC Kohdar Meja SO,PRAYAGRAJ,UTTAR PRADESH,
212503,Holagarh SO,PRAYAGRAJ,UTTAR PRADESH,
212401,Janghai Bazar SO,PRAYAGRAJ,UTTAR PRADESH,
211004,M L N EnggColl,PRAYAGRAJ,UTTAR PRADESH,
212507,Mau Aima SO,PRAYAGRAJ,UTTAR PRADESH,
211006,Nirala Chowk SO,PRAYAGRAJ,UTTAR PRADESH,
212402,Phoolpur SO,PRAYAGRAJ,UTTAR PRADESH,
221508,Saidabad SO,PRAYAGRAJ,UTTAR PRADESH,
211006,Sohbatia Bagh SO,PRAYAGRAJ,UTTAR PRADESH,
233001,DEGREE COLLEGE SO,GHAZIPUR,UTTAR PRADESH,
275202,Dullahpur SO,GHAZIPUR,UTTAR PRADESH,
232327,Gahmar SO,GHAZIPUR,UTTAR PRADESH,
233224,Karanda SO,GHAZIPUR,UTTAR PRADESH,
233223,Rampur SO Ghazipur,GHAZIPUR,UTTAR PRADESH,
275204,Sadat SO,GHAZIPUR,UTTAR PRADESH,
233304,Saidpur SO Ghazipur,GHAZIPUR,UTTAR PRADESH,
233305,ZANGIPUR SO,GHAZIPUR,UTTAR PRADESH,
222144,Baraipar SO,JAUNPUR,UTTAR PRADESH,
222162,Barsathi SO,JAUNPUR,UTTAR PRADESH,
222128,Bazar Neorhia SO,JAUNPUR,UTTAR PRADESH,
222133,Gaurabadshahpur SO,JAUNPUR,UTTAR PRADESH,
222137,Jamalapur SO,JAUNPUR,UTTAR PRADESH,
222202,Mungra Badshahpur SO,JAUNPUR,UTTAR PRADESH,
223102,Patti Narendra SO,JAUNPUR,UTTAR PRADESH,
222149,Sgrd College Dobhi SO,JAUNPUR,UTTAR PRADESH,
222131,Sikrara SO,JAUNPUR,UTTAR PRADESH,
231303,Bijaipur SO Mirzapur,MIRZAPUR,UTTAR PRADESH,
231304,Chunar SO,MIRZAPUR,UTTAR PRADESH,
231210,Ghorawal SO,SONBHADRA,UTTAR PRADESH,
231001,Industrial Estate SO Mirzapur,MIRZAPUR,UTTAR PRADESH,
231501,Kachhwa SO Mirzapur,MIRZAPUR,UTTAR PRADESH,
231001,Laldiggi SO,MIRZAPUR,UTTAR PRADESH,
231211,Lalganj Mirzapur SO,MIRZAPUR,UTTAR PRADESH,
231219,Obra SO Sonbhadra,SONBHADRA,UTTAR PRADESH,
231307,Vindhyachal SO,MIRZAPUR,UTTAR PRADESH,
230201,Bhadri SO,PRATAPGARH,UTTAR PRADESH,
230202,Garhi Manikpur SO,PRATAPGARH,UTTAR PRADESH,
230129,Jethwara SO,PRATAPGARH,UTTAR PRADESH,
230204,Kunda,PRATAPGARH,UTTAR PRADESH,
230132,Lalganj,PRATAPGARH,UTTAR PRADESH,
230130,Laxmanpur SO,PRATAPGARH,UTTAR PRADESH,
230304,Raniganj SO,PRATAPGARH,UTTAR PRADESH,
230404,Vishwanathganj SO,PRATAPGARH,UTTAR PRADESH,
221001,Bengalitola SO,VARANASI,UTTAR PRADESH,
232103,Chakia SO,CHANDAULI,UTTAR PRADESH,
232104,Chandauli SO,CHANDAULI,UTTAR PRADESH,
232105,Dhanapur SO,CHANDAULI,UTTAR PRADESH,
221001,Hanumanghat SO,VARANASI,UTTAR PRADESH,
221005,Hindu Vishwa Vidhyalaya SO,VARANASI,UTTAR PRADESH,
221001,Mahamandal SO,VARANASI,UTTAR PRADESH,
232118,Sahabganj SO Chandauli,CHANDAULI,UTTAR PRADESH,
221012,Awadhoot Bhagwan Ram Kusth Seva Ashram SO,VARANASI,UTTAR PRADESH,
221401,Bhadohi SO,BHADOHI,UTTAR PRADESH,
221010,Bhelupura SO,VARANASI,UTTAR PRADESH,
221108,Bhulanpur Pac SO,VARANASI,UTTAR PRADESH,
221002,Khajuri SO Varanasi,VARANASI,UTTAR PRADESH,
221306,Khamaria SO Varanasi,BHADOHI,UTTAR PRADESH,
221010,Mahmoorganj SO,VARANASI,UTTAR PRADESH,
221314,Mahrajganj SO Sant Ravidas Nagar,BHADOHI,UTTAR PRADESH,
221409,Nai Bazar SO Sant Ravidas Nagar,BHADOHI,UTTAR PRADESH,
221403,Sewapuri SO,VARANASI,UTTAR PRADESH,
221002,Telibagh SO,VARANASI,UTTAR PRADESH,
221002,UP Collage SO,VARANASI,UTTAR PRADESH,
243402,Ballia SO,BAREILLY,UTTAR PRADESH,
243001,Bareilly Kty,BAREILLY,UTTAR PRADESH,
243122,CARI SO,BAREILLY,UTTAR PRADESH,
243403,Iffco Township SO,BAREILLY,UTTAR PRADESH,
243004,ITBP,BAREILLY,UTTAR PRADESH,
243005,Old City SO,BAREILLY,UTTAR PRADESH,
243123,PACDso SO,BAREILLY,UTTAR PRADESH,
243303,Ram Nagar SO Bareilly,BAREILLY,UTTAR PRADESH,
243005,Shyam Ganj SO,BAREILLY,UTTAR PRADESH,
243122,HARTMAN ROAD S.O.,BAREILLY,UTTAR PRADESH,
262121,Amaria SO,PILIBHIT,UTTAR PRADESH,
246725,Chandpur RS PO,BIJNOR,UTTAR PRADESH,
246701,Avas Vikas Bijnor S.O,BIJNOR,UTTAR PRADESH,
246762,Nagina SO Bijnor,BIJNOR,UTTAR PRADESH,
243633,Bilsi SO,BUDAUN,UTTAR PRADESH,
243601,Halwai Chawk SO,BUDAUN,UTTAR PRADESH,
242021,IA Babrala SO,SAMBHAL,UTTAR PRADESH,
243638,Sahaswan SO,SAMBHAL,UTTAR PRADESH,
241121,Aihrori SO,HARDOI,UTTAR PRADESH,
241406,Pihani SO,HARDOI,UTTAR PRADESH,
241204,Sandila SO,HARDOI,UTTAR PRADESH,
241124,Shahabad SO Hardoi,HARDOI,UTTAR PRADESH,
262724,Jatpurwa SO,KHERI,UTTAR PRADESH,
262721,Lagucha SO,KHERI,UTTAR PRADESH,
261506,Mahewa Ganj SO,KHERI,UTTAR PRADESH,
262904,Sampurna Nagar SO,KHERI,UTTAR PRADESH,
250622,Doghat SO,BAGHPAT,UTTAR PRADESH,
250619,Sarurpur Kalan SO,BAGHPAT,UTTAR PRADESH,
250001,Belvedere SO,MEERUT,UTTAR PRADESH,
250001,Defence Colony SO Meerut,MEERUT,UTTAR PRADESH,
250001,Kaseru Khera SO,MEERUT,UTTAR PRADESH,
250004,L L R M Medcollege SO,MEERUT,UTTAR PRADESH,
250402,Mawana Factory SO,MEERUT,UTTAR PRADESH,
250003,Meerut Kutchery SO,MEERUT,UTTAR PRADESH,
250001,P R C SO,MEERUT,UTTAR PRADESH,
250344,Sarurpur Khurd SO,MEERUT,UTTAR PRADESH,
250001,Chhipi Tank SO,MEERUT,UTTAR PRADESH,
250501,Jani SO,MEERUT,UTTAR PRADESH,
250005,MIET SO,MEERUT,UTTAR PRADESH,
250205,Mohiuddinpur SO,MEERUT,UTTAR PRADESH,
250002,Ramnagar SO Meerut,MEERUT,UTTAR PRADESH,
250001,Thapar Nagar SO,MEERUT,UTTAR PRADESH,
244221,Amroha Shahi Chabutra SO,AMROHA,UTTAR PRADESH,
244245,Kundan Nagar SO,AMROHA,UTTAR PRADESH,
244102,Pakbara SO,MORADABAD,UTTAR PRADESH,
244242,Ujhari SO,AMROHA,UTTAR PRADESH,
244504,Aghwanpur SO,MORADABAD,UTTAR PRADESH,
244401,Dilari SO,MORADABAD,UTTAR PRADESH,
244001,PAC Moradabad SO,MORADABAD,UTTAR PRADESH,
244001,Town Hall SO Moradabad,MORADABAD,UTTAR PRADESH,
244001,NDC Moradabad,MORADABAD,UTTAR PRADESH,
244901,C  M Store SO,RAMPUR,UTTAR PRADESH,
244901,Jwala Nagar SO,RAMPUR,UTTAR PRADESH,
244901,MBRampur SO,RAMPUR,UTTAR PRADESH,
244901,Purana Ganj SO,RAMPUR,UTTAR PRADESH,
244901,Rampur Chowk SO,RAMPUR,UTTAR PRADESH,
244901,Rampur Secretariate SO,RAMPUR,UTTAR PRADESH,
251306,Baghra SO Muzaffarnagar,MUZAFFARNAGAR,UTTAR PRADESH,
251310,Basera SO,MUZAFFARNAGAR,UTTAR PRADESH,
251001,Bhopa Road SO,MUZAFFARNAGAR,UTTAR PRADESH,
251311,Charthawal SO,MUZAFFARNAGAR,UTTAR PRADESH,
251314,Jansath SO,MUZAFFARNAGAR,UTTAR PRADESH,
251309,Nai Abadi Budhana SO,MUZAFFARNAGAR,UTTAR PRADESH,
251002,Shamli Road SO,MUZAFFARNAGAR,UTTAR PRADESH,
251319,Sisauli SO,MUZAFFARNAGAR,UTTAR PRADESH,
247777,Thanabhawan SO,SHAMLI,UTTAR PRADESH,
251201,Falawda Road Khatauli S.O,MUZAFFARNAGAR,UTTAR PRADESH,
247120,Babail Buzurg SO,SAHARANPUR,UTTAR PRADESH,
247001,Chakrata Road SO,SAHARANPUR,UTTAR PRADESH,
247231,Chilkana SO,SAHARANPUR,UTTAR PRADESH,
247554,Darul Uloom Deoband SO,SAHARANPUR,UTTAR PRADESH,
247341,Gangoh SO,SAHARANPUR,UTTAR PRADESH,
247001,Hakikat Nagar SO,SAHARANPUR,UTTAR PRADESH,
247554,Industrial Estate Deoband SO,SAHARANPUR,UTTAR PRADESH,
247001,Khalasi Line SO,SAHARANPUR,UTTAR PRADESH,
247001,Labour Colony SO,SAHARANPUR,UTTAR PRADESH,
247001,Mission Compound SO,SAHARANPUR,UTTAR PRADESH,
247342,Nakur SO,SAHARANPUR,UTTAR PRADESH,
247001,Nehru Market SO,SAHARANPUR,UTTAR PRADESH,
247343,Titron SO,SAHARANPUR,UTTAR PRADESH,
242042,Banda SO Shahjahanpur,SHAHJAHANPUR,UTTAR PRADESH,
242001,Baruzai SO,SHAHJAHANPUR,UTTAR PRADESH,
242001,H Road SO,SHAHJAHANPUR,UTTAR PRADESH,
242406,Rosa SO,SHAHJAHANPUR,UTTAR PRADESH,
242001,Shahjahanpur Kutchery SO,SHAHJAHANPUR,UTTAR PRADESH,
223221,Aharaula SO,AZAMGARH,UTTAR PRADESH,
223222,Ambari SO,AZAMGARH,UTTAR PRADESH,
276001,Azamgarh City SO,AZAMGARH,UTTAR PRADESH,
276121,Bilaria Ganj SO,AZAMGARH,UTTAR PRADESH,
276201,DEOGAON SO,AZAMGARH,UTTAR PRADESH,
276140,JIYANPUR SO,AZAMGARH,UTTAR PRADESH,
276143,MITTOOPUR,AZAMGARH,UTTAR PRADESH,
276122,RAUNAPAR SO,AZAMGARH,UTTAR PRADESH,
276208,Tika Pur SO,AZAMGARH,UTTAR PRADESH,
275301,Amila SO,MAU,UTTAR PRADESH,
275302,Bhopaura SO,MAU,UTTAR PRADESH,
221601,DUBARI SO,MAU,UTTAR PRADESH,
275306,KOIRIYAPAR SO,MAU,UTTAR PRADESH,
221603,Madhu Ban SO,MAU,UTTAR PRADESH,
276403,Mohammadabad Gohana Chowk SO,MAU,UTTAR PRADESH,
271835,Gilaula SO,SHRAVASTI,UTTAR PRADESH,
271801,Gudari Bazar SO,BAHRAICH,UTTAR PRADESH,
271872,Huzoorpur SO,BAHRAICH,UTTAR PRADESH,
271851,Kharighat SO,BAHRAICH,UTTAR PRADESH,
271882,Matera RS SO,BAHRAICH,UTTAR PRADESH,
271865,Nanpara SO,BAHRAICH,UTTAR PRADESH,
271803,Patna Malhipur SO,SHRAVASTI,UTTAR PRADESH,
271881,Rupaidiha SO,BAHRAICH,UTTAR PRADESH,
271830,Shivpur SO Bahraich,BAHRAICH,UTTAR PRADESH,
271806,Khutehna Chauraha SO,BAHRAICH,UTTAR PRADESH,
277001,CHANDRA SHEKHAR NAGAR S.O,BALLIA,UTTAR PRADESH,
277301,Basantpur SO Ballia,BALLIA,UTTAR PRADESH,
277214,Karanchhapa SO,BALLIA,UTTAR PRADESH,
277209,REOTI SO,BALLIA,UTTAR PRADESH,
277303,Sikanderpur Bus Stand SO,BALLIA,UTTAR PRADESH,
277121,Garwar SO,BALLIA,UTTAR PRADESH,
221711,NAGRA SO,BALLIA,UTTAR PRADESH,
272203,Naugarh SO,SIDDHARTH NAGAR,UTTAR PRADESH,
272001,Gandhinagar SO Basti,BASTI,UTTAR PRADESH,
272176,Ganpatganj SO,SANT KABEER NAGAR,UTTAR PRADESH,
272171,Lalganj Basti SO,BASTI,UTTAR PRADESH,
272302,Nagar Bazar SO,BASTI,UTTAR PRADESH,
272181,Paikolia SO,BASTI,UTTAR PRADESH,
272002,Pandey Bazar SO,BASTI,UTTAR PRADESH,
272190,Saltauwa SO,BASTI,UTTAR PRADESH,
272002,TB Clinic SO Basti,BASTI,UTTAR PRADESH,
274702,Bhatpar Rani SO,DEORIA,UTTAR PRADESH,
274001,DEORIA KUTCHARY SO,DEORIA,UTTAR PRADESH,
274806,Deoria Railway Station SO,DEORIA,UTTAR PRADESH,
274502,Lar SO,DEORIA,UTTAR PRADESH,
274205,Madanpur SO,DEORIA,UTTAR PRADESH,
274506,Majhauli Raj SO,DEORIA,UTTAR PRADESH,
274001,NAI BAZAR SO,DEORIA,UTTAR PRADESH,
274703,Paratappur SO,DEORIA,UTTAR PRADESH,
274508,Pindi SO,DEORIA,UTTAR PRADESH,
274405,Rampur SO,DEORIA,UTTAR PRADESH,
274302,Dudhai SO,KUSHI NAGAR,UTTAR PRADESH,
274307,Padrauna Sugar Factory SO,KUSHI NAGAR,UTTAR PRADESH,
274406,Seorahi SO,KUSHI NAGAR,UTTAR PRADESH,
271209,Jaiprabha Gram SO,GONDA,UTTAR PRADESH,
271206,Pachperwa SO,BALRAMPUR,UTTAR PRADESH,
271208,Tulsipur SO,BALRAMPUR,UTTAR PRADESH,
271003,Bankatwa SO,GONDA,UTTAR PRADESH,
271601,Bishunpur Bairiya SO,GONDA,UTTAR PRADESH,
271129,Chandapur SO Gonda,GONDA,UTTAR PRADESH,
271312,Gaura Chawki SO,GONDA,UTTAR PRADESH,
271122,Kauria SO,GONDA,UTTAR PRADESH,
271305,Maskanwa Rs SO,GONDA,UTTAR PRADESH,
271304,Nawabganj S F SO,GONDA,UTTAR PRADESH,
271403,Tarabganj SO,GONDA,UTTAR PRADESH,
271003,Utraula Road SO,GONDA,UTTAR PRADESH,
273001,Alinagar SO,GORAKHPUR,UTTAR PRADESH,
273409,Deidiha SO,GORAKHPUR,UTTAR PRADESH,
273009,Gorakhpur University SO,GORAKHPUR,UTTAR PRADESH,
273407,Uruwa Bazar SO,GORAKHPUR,UTTAR PRADESH,
273011,NDC GORAKHPUR,NA,NA,
273303,Collectrate Compound Maharajganj S.O,MAHARAJGANJ,UTTAR PRADESH,
273161,Dhani Bazar S.O,MAHARAJGANJ,UTTAR PRADESH,
273010,M.M.M.E.College S.O,GORAKHPUR,UTTAR PRADESH,
273164,Nautanwa Bazar S.O,MAHARAJGANJ,UTTAR PRADESH,
273304,Nichlaul S.O,MAHARAJGANJ,UTTAR PRADESH,
210202,Badausa SO,BANDA,UTTAR PRADESH,
210001,Banda Aliganj SO,BANDA,UTTAR PRADESH,
210001,Banda City SO,BANDA,UTTAR PRADESH,
210001,Banda Kutchery SO,BANDA,UTTAR PRADESH,
210001,Banda RS SO,BANDA,UTTAR PRADESH,
210209,Mauchhibu SO,CHITRAKOOT,UTTAR PRADESH,
210128,Tindwari SO,BANDA,UTTAR PRADESH,
210421,Charkhari State SO,MAHOBA,UTTAR PRADESH,
210301,Hamirpur DB SO,HAMIRPUR,UTTAR PRADESH,
210423,Jaitpur SO Mahoba,MAHOBA,UTTAR PRADESH,
210426,Kulpahar SO,MAHOBA,UTTAR PRADESH,
210505,Kurara SO,HAMIRPUR,UTTAR PRADESH,
210507,Ragaul SO,HAMIRPUR,UTTAR PRADESH,
209601,Bholeypur SO,FARRUKHABAD,UTTAR PRADESH,
209625,Bibiganj SO Farrukhabad,FARRUKHABAD,UTTAR PRADESH,
209725,Hari Nagar SO Kannauj,KANNAUJ,UTTAR PRADESH,
209625,ITE SO,FARRUKHABAD,UTTAR PRADESH,
209723,Indergarh SO Kannauj,KANNAUJ,UTTAR PRADESH,
209725,Kannauj Samachar SO,KANNAUJ,UTTAR PRADESH,
209625,Nitganja SO,FARRUKHABAD,UTTAR PRADESH,
209502,Rly Road Kaimganj SO,FARRUKHABAD,UTTAR PRADESH,
209503,Shamsabad SO Farrukhabad,FARRUKHABAD,UTTAR PRADESH,
209734,Thathia SO,KANNAUJ,UTTAR PRADESH,
212652,Hathgaon SO,FATEHPUR,UTTAR PRADESH,
212651,Husainganj SO Fatehpur,FATEHPUR,UTTAR PRADESH,
212661,Lalauli SO,FATEHPUR,UTTAR PRADESH,
208001,Birhana Raod SO,KANPUR NAGAR,UTTAR PRADESH,
208013,COD SO Kanpur Nagar,KANPUR NAGAR,UTTAR PRADESH,
208006,Govind Nagar West SO,KANPUR NAGAR,UTTAR PRADESH,
208010,J K Puri SO,KANPUR NAGAR,UTTAR PRADESH,
208007,Krishna Nagar SO Kanpur Nagar,KANPUR NAGAR,UTTAR PRADESH,
208021,Naubasta SO,KANPUR NAGAR,UTTAR PRADESH,
208001,Colonelganj SO Kanpur Nagar,KANPUR NAGAR,UTTAR PRADESH,
208001,Fahimabad SO,KANPUR NAGAR,UTTAR PRADESH,
208001,Farrashkhana SO,KANPUR NAGAR,UTTAR PRADESH,
209217,Mandhana SO,KANPUR NAGAR,UTTAR PRADESH,
209401,Narwal SO,KANPUR NAGAR,UTTAR PRADESH,
209312,BARAUR,KANPUR DEHAT,UTTAR PRADESH,
209301,Derapur SO,KANPUR DEHAT,UTTAR PRADESH,
209308,Patara SO,KANPUR NAGAR,UTTAR PRADESH,
209303,Rura SO,KANPUR DEHAT,UTTAR PRADESH,
209121,Sarwankhera SO,KANPUR DEHAT,UTTAR PRADESH,
209210,Uttaripura SO,KANPUR NAGAR,UTTAR PRADESH,
208003,Chauki Jarib SO,KANPUR NAGAR,UTTAR PRADESH,
208002,Gsvm Medical College SO,KANPUR NAGAR,UTTAR PRADESH,
208016,Iit SO,KANPUR NAGAR,UTTAR PRADESH,
208012,Industrial Estate SO Kanpur Nagar,KANPUR NAGAR,UTTAR PRADESH,
208012,Jawahar Nagar SO Kanpur Nagar,KANPUR NAGAR,UTTAR PRADESH,
