pincode,locality,city,statename,
764045,Dudameta B.O,MALKANGIRI,ODISHA,
764044,Bhejaguda B.O,MALKANGIRI,ODISHA,
764044,Chaulmendi B.O,MALKANGIRI,ODISHA,
764044,Mendukuli B.O,MALKANGIRI,ODISHA,
764044,Pandripani B.O,MALKANGIRI,ODISHA,
764044,Markapalli B.O,MALKANGIRI,ODISHA,
764063,Baragam B.O,NABARANGPUR,ODISHA,
764063,Porsola B.O,NABARANGPUR,ODISHA,
764059,Baghsiuni B.O,NABARANGPUR,ODISHA,
764059,Bikrampur B.O,NABARANGPUR,ODISHA,
764059,Majhiguda B.O,NABARANGPUR,ODISHA,
764059,Mantriguda B.O,NABARANGPUR,ODISHA,
764059,Chikili B.O,NABARANGPUR,ODISHA,
764042,Ondrahal B.O,KORAPUT,ODISHA,
764071,Cherchata B.O,NABARANGPUR,ODISHA,
764071,Naktiguda B.O,NABARANGPUR,ODISHA,
764071,Ushigaon B.O,NABARANGPUR,ODISHA,
764003,Tankua B.O,KORAPUT,ODISHA,
764074,Bharsundi B.O,NABARANGPUR,ODISHA,
764074,Kurbeda B.O,NABARANGPUR,ODISHA,
764074,MUNDIBEDA B.O,NABARANGPUR,ODISHA,
764086,Chitrangpali B.O,MALKANGIRI,ODISHA,
764070,Mentri B.O,NABARANGPUR,ODISHA,
764073,Benara B.O,NABARANGPUR,ODISHA,
764073,Jamranda B.O,NABARANGPUR,ODISHA,
764073,Khanda B.O,NABARANGPUR,ODISHA,
764073,Murtuma B.O,NABARANGPUR,ODISHA,
764073,NEHURA B.O,NABARANGPUR,ODISHA,
764055,Haradaput B.O,KORAPUT,ODISHA,
764027,Jabaguda B.O,KORAPUT,ODISHA,
764027,Ranjiput B.O,KORAPUT,ODISHA,
764027,Kumbhaganda B.O,KORAPUT,ODISHA,
764027,Kutrabeda B.O,KORAPUT,ODISHA,
764057,Champapadar B.O,KORAPUT,ODISHA,
764057,Gumuda B.O,KORAPUT,ODISHA,
764056,Anchala B.O,KORAPUT,ODISHA,
764056,Gujaniguda B.O,KORAPUT,ODISHA,
764056,Hardoli B.O,KORAPUT,ODISHA,
764056,Panasaguda B.O,KORAPUT,ODISHA,
764056,Porli B.O,KORAPUT,ODISHA,
764056,Pujariput B.O,KORAPUT,ODISHA,
764028,Murkur B.O,KORAPUT,ODISHA,
765013,Bilangsil B.O,KORAPUT,ODISHA,
765013,Burja B.O,KORAPUT,ODISHA,
765013,Munjanga B.O,KORAPUT,ODISHA,
765013,Pipalpadar B.O,KORAPUT,ODISHA,
764037,Kumargandhana B.O,KORAPUT,ODISHA,
764037,Subai B.O,KORAPUT,ODISHA,
764021,A.Malkangiri B.O,KORAPUT,ODISHA,
764021,Mahadeiput B.O,KORAPUT,ODISHA,
764021,P.Phulbeda B.O,KORAPUT,ODISHA,
764021,Umuri B.O,KORAPUT,ODISHA,
764021,Manbar B.O,KORAPUT,ODISHA,
764038,Balda B.O,KORAPUT,ODISHA,
764038,Chatwa B.O,KORAPUT,ODISHA,
764038,Kularsingi B.O,KORAPUT,ODISHA,
764039,Peturu B.O,KORAPUT,ODISHA,
764036,Khudi B.O,KORAPUT,ODISHA,
764036,Sorisapadar B.O,KORAPUT,ODISHA,
765020,Janaballi B.O,RAYAGADA,ODISHA,
765019,Bethiapada B.O,RAYAGADA,ODISHA,
765019,Dumurineli B.O,RAYAGADA,ODISHA,
765019,Konabai B.O,RAYAGADA,ODISHA,
765019,Murtuli B.O,RAYAGADA,ODISHA,
765019,Patraguda B.O,RAYAGADA,ODISHA,
765019,Piskapanga B.O,RAYAGADA,ODISHA,
765033,Chalakamba B.O,RAYAGADA,ODISHA,
765033,Ghanatri B.O,RAYAGADA,ODISHA,
765033,Khaira B.O,RAYAGADA,ODISHA,
765026,Asada B.O,RAYAGADA,ODISHA,
765026,Siriguda B.O,RAYAGADA,ODISHA,
765022,Abada,RAYAGADA,ODISHA,
765017,B.Khillapadar B.O,RAYAGADA,ODISHA,
765017,Komtalpeta B.O,RAYAGADA,ODISHA,
765017,Birida B.O,RAYAGADA,ODISHA,
765016,Jaganathpur B.O,RAYAGADA,ODISHA,
765017,Bisipaska B.O,RAYAGADA,ODISHA,
765015,Dongasil B.O,RAYAGADA,ODISHA,
765015,Sankarada B.O,RAYAGADA,ODISHA,
765015,Tikiri B.O,RAYAGADA,ODISHA,
765015,Turaighati B.O,RAYAGADA,ODISHA,
765015,Talajhiri,RAYAGADA,ODISHA,
765015,Jalakhura B.O,RAYAGADA,ODISHA,
765020,Hatamuniguda B.O,RAYAGADA,ODISHA,
765020,Kutraguda B.O,RAYAGADA,ODISHA,
765020,T.Padar B.O,RAYAGADA,ODISHA,
765020,Daliakuji,RAYAGADA,ODISHA,
765020,Sarakima,RAYAGADA,ODISHA,
765020,Tamili B.O,RAYAGADA,ODISHA,
765020,Chutarigam B.O,RAYAGADA,ODISHA,
765025,Godiabandha B.O,RAYAGADA,ODISHA,
765025,Guluguda B.O,RAYAGADA,ODISHA,
765025,Karini B.O,RAYAGADA,ODISHA,
765025,Khambariguda B.O,RAYAGADA,ODISHA,
765025,Tembaguda BO,RAYAGADA,ODISHA,
765029,Hatikhamba B.O,RAYAGADA,ODISHA,
765029,Kondajam B.O,RAYAGADA,ODISHA,
765002,K.Gumma B.O,RAYAGADA,ODISHA,
765002,Sulava B.O,RAYAGADA,ODISHA,
765002,Bada Irukubadi,RAYAGADA,ODISHA,
765018,Dumuriguda B.O,RAYAGADA,ODISHA,
765024,Bichikote B.O,RAYAGADA,ODISHA,
762030,Barapadar B.O,BOUDH,ODISHA,
762030,Demuhani B.O,BOUDH,ODISHA,
762103,Bediketa B.O,KANDHAMAL,ODISHA,
762103,Gumikia B.O,KANDHAMAL,ODISHA,
762103,Parigada B.O,KANDHAMAL,ODISHA,
762103,Rutungia B.O,KANDHAMAL,ODISHA,
754250,Badagaon B.O,KENDRAPARA,ODISHA,
762021,Jhinjiriguda B.O,KANDHAMAL,ODISHA,
762021,Kasabasa B.O,KANDHAMAL,ODISHA,
762021,Tamangi B.O,KANDHAMAL,ODISHA,
762110,Sudra B.O,KANDHAMAL,ODISHA,
762110,Tikarabaju B.O,KANDHAMAL,ODISHA,
762024,Bilabadi B.O,BOUDH,ODISHA,
762024,Karadi B.O,BOUDH,ODISHA,
762024,Sampoch B.O,BOUDH,ODISHA,
762014,Charada B.O,BOUDH,ODISHA,
762014,Kamira B.O,BOUDH,ODISHA,
762014,Telibandha B.O,BOUDH,ODISHA,
762015,Kasurbandha B.O,BOUDH,ODISHA,
762015,Nuapalli B.O,BOUDH,ODISHA,
762015,Tilapanga B.O,BOUDH,ODISHA,
762028,Ghatiguda B.O,KANDHAMAL,ODISHA,
762002,Dakpala B.O,KANDHAMAL,ODISHA,
762002,Jamjhari B.O,KANDHAMAL,ODISHA,
762002,Paheraju B.O,KANDHAMAL,ODISHA,
762002,Kilupanga B.O,KANDHAMAL,ODISHA,
762104,Badabanga B.O,KANDHAMAL,ODISHA,
762104,Bhramarabadi B.O,KANDHAMAL,ODISHA,
762104,Banjamaha B.O,KANDHAMAL,ODISHA,
762100,Mallickpodi B.O,KANDHAMAL,ODISHA,
762100,Raikala B.O,KANDHAMAL,ODISHA,
762100,Sirki B.O,KANDHAMAL,ODISHA,
762018,Kultajore B.O,BOUDH,ODISHA,
762018,Khairmal B.O,BOUDH,ODISHA,
762029,Badabhuin B.O,KANDHAMAL,ODISHA,
762029,Ganjuguda B.O,KANDHAMAL,ODISHA,
762029,Minia B.O,KANDHAMAL,ODISHA,
754299,Badabhuin B.O,CUTTACK,ODISHA,
762020,Mahallickpada B.O,BOUDH,ODISHA,
762020,Maradi B.O,BOUDH,ODISHA,
762023,Adenigarh B.O,BOUDH,ODISHA,
762023,Karanjakata B.O,BOUDH,ODISHA,
762017,Narayan Prasad B.O,BOUDH,ODISHA,
762017,Dakari B.O,BOUDH,ODISHA,
762012,Baikumpa B.O,KANDHAMAL,ODISHA,
762012,Gadiapada B.O,BOUDH,ODISHA,
762012,Lambabadi B.O,KANDHAMAL,ODISHA,
762012,Burudi B.O,BOUDH,ODISHA,
762105,Durgapanga B.O,KANDHAMAL,ODISHA,
762105,Paikadharakote B.O,KANDHAMAL,ODISHA,
762105,Salkibudaguda B.O,KANDHAMAL,ODISHA,
762105,Subarnagiri B.O,KANDHAMAL,ODISHA,
762105,Uparmadhuguda B.O,KANDHAMAL,ODISHA,
762016,Damamunda B.O,BOUDH,ODISHA,
762016,Jogindrapur B.O,BOUDH,ODISHA,
762016,Khairmal B.O,BOUDH,ODISHA,
762016,Chancher B.O,BOUDH,ODISHA,
762016,Gharelmunda B.O,BOUDH,ODISHA,
762102,Kudutuli B.O,KANDHAMAL,ODISHA,
762112,Gardingia B.O,KANDHAMAL,ODISHA,
762011,Nuapadar B.O,KANDHAMAL,ODISHA,
762011,Seskajodi B.O,KANDHAMAL,ODISHA,
762011,Tellapali B.O,KANDHAMAL,ODISHA,
762011,Baligata B.O,KANDHAMAL,ODISHA,
762013,Khandahata B.O,BOUDH,ODISHA,
762101,Bandha B.O,KANDHAMAL,ODISHA,
762101,Chanchedi B.O,KANDHAMAL,ODISHA,
762101,Mandasaru B.O,KANDHAMAL,ODISHA,
762101,Sarbapanga B.O,KANDHAMAL,ODISHA,
762026,Birigarh B.O,BOUDH,ODISHA,
762026,Khuntiapada B.O,BOUDH,ODISHA,
762026,Tikiripada B.O,BOUDH,ODISHA,
762010,Bapalamendi B.O,KANDHAMAL,ODISHA,
762010,Breka B.O,KANDHAMAL,ODISHA,
762107,Belghar B.O,KANDHAMAL,ODISHA,
762107,Bhandrangi B.O,KANDHAMAL,ODISHA,
762107,Sirla B.O,KANDHAMAL,ODISHA,
160003,Raipur Khurd,NA,NA,
160055,Baliali B.O,S.A.S Nagar,PUNJAB,
140506,Dappar BO,S.A.S Nagar,PUNJAB,
140506,Jalalpur BO,S.A.S Nagar,PUNJAB,
140507,Kuranwala BO,S.A.S Nagar,PUNJAB,
140507,Rampur Sainia BO,S.A.S Nagar,PUNJAB,
140501,Jarut BO,S.A.S Nagar,PUNJAB,
160101,Daria BO,CHANDIGARH,CHANDIGARH,
141412,Kishangarh BO,LUDHIANA,PUNJAB,
140111,Bhairon Majra BO,RUPNAGAR,PUNJAB,
140111,Jhallian Khurd BO,RUPNAGAR,PUNJAB,
140133,Khamera BO,RUPNAGAR,PUNJAB,
140112,Bhaku Majra BO,RUPNAGAR,PUNJAB,
140127,Bhallari B.O,RUPNAGAR,PUNJAB,
140127,Bhanam B.O,RUPNAGAR,PUNJAB,
140126,Gohlani BO,RUPNAGAR,PUNJAB,
140126,Swamipur BO,RUPNAGAR,PUNJAB,
140113,Malikpur BO,RUPNAGAR,PUNJAB,
140301,TCKharar BO,S.A.S Nagar,PUNJAB,
140109,Kubaheri BO,S.A.S Nagar,PUNJAB,
140103,Dhanauri BO,S.A.S Nagar,PUNJAB,
140103,Kalewal BO,S.A.S Nagar,PUNJAB,
140103,Sahauran BO,S.A.S Nagar,PUNJAB,
140307,Geega Majra BO,S.A.S Nagar,PUNJAB,
140102,Barsalpur BO,RUPNAGAR,PUNJAB,
140102,Kainaur BO,RUPNAGAR,PUNJAB,
140306,Dharamgarh BO,S.A.S Nagar,PUNJAB,
140108,Ballamgarh BO,RUPNAGAR,PUNJAB,
140108,Majri BO,RUPNAGAR,PUNJAB,
140101,Rattangarh Ii BO,RUPNAGAR,PUNJAB,
140901,Parol BO,S.A.S Nagar,PUNJAB,
140901,Kuda Jassu BO,S.A.S Nagar,PUNJAB,
140124,Dhobeta BO,RUPNAGAR,PUNJAB,
140128,Kahanpur Khui B.O,RUPNAGAR,PUNJAB,
140128,Kalwan B.O,RUPNAGAR,PUNJAB,
140117,Rauli Jhinjri BO,RUPNAGAR,PUNJAB,
140125,Ajauli BO,RUPNAGAR,PUNJAB,
140125,Manakpur BO,RUPNAGAR,PUNJAB,
140110,Hoshiarpur Taqipur BO,S.A.S Nagar,PUNJAB,
140119,Tibba Taparian BO,RUPNAGAR,PUNJAB,
141007,Hawas BO,LUDHIANA,PUNJAB,
142027,Malakpur BO,LUDHIANA,PUNJAB,
142032,Binjal BO,LUDHIANA,PUNJAB,
141422,Hissowal BO,LUDHIANA,PUNJAB,
141101,Mullanpur BO,LUDHIANA,PUNJAB,
142036,Fatehgarh Siwian BO,LUDHIANA,PUNJAB,
141107,Burj Hakima BO,LUDHIANA,PUNJAB,
142022,Dad BO,LUDHIANA,PUNJAB,
142022,Hamaunpura BO,LUDHIANA,PUNJAB,
142022,Lalton Khurd BO,LUDHIANA,PUNJAB,
142035,Chakkar BO,LUDHIANA,PUNJAB,
142035,Kaunke Kalan BO,LUDHIANA,PUNJAB,
142023,Meerpur Hans BO,LUDHIANA,PUNJAB,
142034,Bhamipura BO,LUDHIANA,PUNJAB,
142034,Lamme BO,LUDHIANA,PUNJAB,
142034,Akhara BO,LUDHIANA,PUNJAB,
141103,Khandur BO,LUDHIANA,PUNJAB,
141108,Rajgarh BO,LUDHIANA,PUNJAB,
141109,Burj Hari Singh Wala BO,LUDHIANA,PUNJAB,
141109,Dadahur BO,LUDHIANA,PUNJAB,
141109,Jalaldiwal BO,LUDHIANA,PUNJAB,
141109,Kalas BO,LUDHIANA,PUNJAB,
141109,Talwandi Rai BO,LUDHIANA,PUNJAB,
142033,Jandi BO,LUDHIANA,PUNJAB,
142033,Tihara BO,LUDHIANA,PUNJAB,
142033,Bhaini Araiyan B.O,LUDHIANA,PUNJAB,
142024,Bazurg BO,LUDHIANA,PUNJAB,
142025,Khanjarwal BO,LUDHIANA,PUNJAB,
142025,Majri BO,LUDHIANA,PUNJAB,
142025,Talwandi Khurd BO,LUDHIANA,PUNJAB,
143117,Bharowal BO,Tarn Taran,PUNJAB,
141121,Chhourian BO,LUDHIANA,PUNJAB,
141121,Pawat BO,LUDHIANA,PUNJAB,
141121,Sherpur Bet BO,LUDHIANA,PUNJAB,
141412,Bagli Kalan BO,LUDHIANA,PUNJAB,
141118,Butaheri BO,LUDHIANA,PUNJAB,
141421,Bilaspur BO,LUDHIANA,PUNJAB,
141421,Rajgarh BO,LUDHIANA,PUNJAB,
141206,Guram BO,LUDHIANA,PUNJAB,
141206,Shankar BO,LUDHIANA,PUNJAB,
141204,Kalakh BO,LUDHIANA,PUNJAB,
141116,Alamgir BO,LUDHIANA,PUNJAB,
141116,Dhandran BO,LUDHIANA,PUNJAB,
141414,Allona Pallah BO,LUDHIANA,PUNJAB,
141414,Chakohi BO,LUDHIANA,PUNJAB,
141415,Rauni BO,LUDHIANA,PUNJAB,
141415,Sirthala BO,LUDHIANA,PUNJAB,
141125,Kotala BO,LUDHIANA,PUNJAB,
141113,Uppal BO,LUDHIANA,PUNJAB,
141112,Bhagpura BO,LUDHIANA,PUNJAB,
141112,Dhanansu BO,LUDHIANA,PUNJAB,
141115,Lubangarh BO,LUDHIANA,PUNJAB,
141417,Chak Mafi BO,LUDHIANA,PUNJAB,
141417,Goslan BO,LUDHIANA,PUNJAB,
141114,Ghungrali Sikhan BO,LUDHIANA,PUNJAB,
141114,Mal Majra BO,LUDHIANA,PUNJAB,
141114,Manki Bhagour BO,LUDHIANA,PUNJAB,
141114,Neelon Kalan BO,LUDHIANA,PUNJAB,
141114,BALION BO,LUDHIANA,PUNJAB,
141120,Bilga BO,LUDHIANA,PUNJAB,
141120,Kanech BO,LUDHIANA,PUNJAB,
141120,Nandpur BO,LUDHIANA,PUNJAB,
141117,Jhamat BO,LUDHIANA,PUNJAB,
141126,Junewal BO,LUDHIANA,PUNJAB,
147203,Bharpurgarh BO,FATEHGARH SAHIB,PUNJAB,
147203,Kaulgarh BO,FATEHGARH SAHIB,PUNJAB,
147203,Khumna BO,FATEHGARH SAHIB,PUNJAB,
147203,Machrai Kalan BO,FATEHGARH SAHIB,PUNJAB,
147203,Naraingarh BO,FATEHGARH SAHIB,PUNJAB,
144404,KHANAURA BO,HOSHIARPUR,PUNJAB,
147111,Devinagar BO,PATIALA,PUNJAB,
147111,Dhudan Sadhan BO,PATIALA,PUNJAB,
147111,Massingan BO,PATIALA,PUNJAB,
147102,Kakrala BO,PATIALA,PUNJAB,
147102,Sadharanpur BO,PATIALA,PUNJAB,
147005,Ranbirpura BO,PATIALA,PUNJAB,
147201,Binaheri BO,PATIALA,PUNJAB,
147201,Dandrala Dhindsa BO,PATIALA,PUNJAB,
147201,Godaya BO,PATIALA,PUNJAB,
147201,Mandaur BO,PATIALA,PUNJAB,
147201,Rohta BO,PATIALA,PUNJAB,
147201,Thuhi BO,PATIALA,PUNJAB,
147007,Wazidpur BO,PATIALA,PUNJAB,
147007,Sular BO,PATIALA,PUNJAB,
147105,Nial BO,PATIALA,PUNJAB,
147105,Shutrana BO,PATIALA,PUNJAB,
147101,Dhainthal BO,PATIALA,PUNJAB,
147101,Dhanetha BO,PATIALA,PUNJAB,
147101,Kularan BO,PATIALA,PUNJAB,
147103,Bhankher BO,PATIALA,PUNJAB,
140412,Ghumandgarh BO,FATEHGARH SAHIB,PUNJAB,
141411,Kotla Ajner BO,FATEHGARH SAHIB,PUNJAB,
140702,Lohsimbly BO,PATIALA,PUNJAB,
140602,Bhagrana BO,FATEHGARH SAHIB,PUNJAB,
147301,Salana BO,FATEHGARH SAHIB,PUNJAB,
140402,Bhapal BO,PATIALA,PUNJAB,
140402,Suhron BO,PATIALA,PUNJAB,
140405,Badochikalan BO,FATEHGARH SAHIB,PUNJAB,
140802,Sidhpur kalan BO,FATEHGARH SAHIB,PUNJAB,
140417,Nanhera BO,PATIALA,PUNJAB,
140417,Thuha BO,PATIALA,PUNJAB,
140406,Adampur BO,FATEHGARH SAHIB,PUNJAB,
148018,Kandhargarh BO,SANGRUR,PUNJAB,
148102,Sandhu Kalan BO,BARNALA,PUNJAB,
148102,Talwandi BO,BARNALA,PUNJAB,
148017,Meemsa BO,SANGRUR,PUNJAB,
148026,Balial BO,SANGRUR,PUNJAB,
148026,Kakra BO,SANGRUR,PUNJAB,
148030,Ganduan BO,SANGRUR,PUNJAB,
148105,Attar Singh Wala BO,BARNALA,PUNJAB,
148105,Kattu BO,BARNALA,PUNJAB,
148105,Pandher BO,BARNALA,PUNJAB,
148024,Bamal BO,SANGRUR,PUNJAB,
148024,Ghanauri Kalan BO,SANGRUR,PUNJAB,
148024,Kumbherwal BO,SANGRUR,PUNJAB,
148035,Kamalpur BO,SANGRUR,PUNJAB,
148035,Khanal Kalan BO,SANGRUR,PUNJAB,
148035,Khetla BO,SANGRUR,PUNJAB,
148035,Mauran BO,SANGRUR,PUNJAB,
148002,Uppli BO,SANGRUR,PUNJAB,
148002,Badrukhan BO,SANGRUR,PUNJAB,
148019,Bhogiwal BO,MALERKOTLA,PUNJAB,
148034,Kanjla BO,SANGRUR,PUNJAB,
148031,Ghorenab BO,SANGRUR,PUNJAB,
148031,Phalera BO,SANGRUR,PUNJAB,
148106,Balian BO,SANGRUR,PUNJAB,
148023,Haider Nagar BO,MALERKOTLA,PUNJAB,
148023,Lassoi BO,MALERKOTLA,PUNJAB,
148104,Chhapa BO,BARNALA,PUNJAB,
148033,Chural Kalan BO,SANGRUR,PUNJAB,
148033,Nawangaon BO,SANGRUR,PUNJAB,
148033,Shadihari BO,SANGRUR,PUNJAB,
148027,Banarsi BO,SANGRUR,PUNJAB,
148020,Jhuner BO,MALERKOTLA,PUNJAB,
148020,Mithewal BO,MALERKOTLA,PUNJAB,
148020,Mohamedpur BO,MALERKOTLA,PUNJAB,
148109,Chauhan Ke Kalan BO,BARNALA,PUNJAB,
148109,Wazid Ke Khurd BO,BARNALA,PUNJAB,
148103,Pakhoke BO,BARNALA,PUNJAB,
148025,Thuliwal BO,BARNALA,PUNJAB,
148025,Tibba BO,SANGRUR,PUNJAB,
148028,Khadial BO,SANGRUR,PUNJAB,
148028,Nilowal BO,SANGRUR,PUNJAB,
148108,Tajoke BO,BARNALA,PUNJAB,
148108,Ugoke BO,BARNALA,PUNJAB,
143102,Gorala BO,AMRITSAR,PUNJAB,
143102,Sarangdeo BO,AMRITSAR,PUNJAB,
143102,Uggar Aulakh BO,AMRITSAR,PUNJAB,
143108,Assarapur BO,AMRITSAR,PUNJAB,
143108,Bachiwind BO,AMRITSAR,PUNJAB,
143108,Bhaini Rajputan BO,AMRITSAR,PUNJAB,
143103,Gaure Nangal BO,AMRITSAR,PUNJAB,
143103,Sidhar BO,AMRITSAR,PUNJAB,
143103,Tera Kalan BO,AMRITSAR,PUNJAB,
143606,Khatrian Kalan BO,AMRITSAR,PUNJAB,
143606,Mohan Bhandari BO,AMRITSAR,PUNJAB,
143606,Vachhoa BO,AMRITSAR,PUNJAB,
143105,Gomanpura BO,AMRITSAR,PUNJAB,
143105,Kathania BO,AMRITSAR,PUNJAB,
143109,Khiala Kalan BO,AMRITSAR,PUNJAB,
143109,Kohala BO,AMRITSAR,PUNJAB,
143109,Bhindi Saydan BO,AMRITSAR,PUNJAB,
143109,Mud Khokhar BO,AMRITSAR,PUNJAB,
143107,Ram Tirath BO,AMRITSAR,PUNJAB,
143009,Bohru BO,AMRITSAR,PUNJAB,
143009,Ibban Kalan BO,AMRITSAR,PUNJAB,
143149,Chhajalwindi BO,AMRITSAR,PUNJAB,
143149,Chohan BO,AMRITSAR,PUNJAB,
143149,Jandiala Cb BO,AMRITSAR,PUNJAB,
143149,Tmmowal BO,AMRITSAR,PUNJAB,
143502,Abdal BO,AMRITSAR,PUNJAB,
143502,Ajaiwali BO,AMRITSAR,PUNJAB,
143111,Muchal BO,AMRITSAR,PUNJAB,
143022,Chabha BO,AMRITSAR,PUNJAB,
143601,Bhangali BO,AMRITSAR,PUNJAB,
143119,Babowal BO,AMRITSAR,PUNJAB,
143114,Chananke BO,AMRITSAR,PUNJAB,
143101,Heir BO,AMRITSAR,PUNJAB,
143101,Mallunangal BO,AMRITSAR,PUNJAB,
143603,Ghonewal BO,AMRITSAR,PUNJAB,
143112,Bhinder BO,AMRITSAR,PUNJAB,
143112,Khojkipur BO,AMRITSAR,PUNJAB,
143205,Dhardeo BO,AMRITSAR,PUNJAB,
143008,Nangli BO,AMRITSAR,PUNJAB,
143008,Naushehra Nangli BO,AMRITSAR,PUNJAB,
143116,Bhattike BO,AMRITSAR,PUNJAB,
143116,Tanel BO,AMRITSAR,PUNJAB,
143501,Khankot Garden Colony BO,AMRITSAR,PUNJAB,
143501,Mudhal BO,AMRITSAR,PUNJAB,
143501,Nizampura BO,AMRITSAR,PUNJAB,
143303,Blair BO,Tarn Taran,PUNJAB,
143303,Singhpura BO,Tarn Taran,PUNJAB,
143413,Jhita Kalan BO,AMRITSAR,PUNJAB,
143408,Gharka Buwala BO,Tarn Taran,PUNJAB,
143411,Jamarai BO,Tarn Taran,PUNJAB,
143411,Rusulpur BO,Tarn Taran,PUNJAB,
143407,Khela BO,Tarn Taran,PUNJAB,
143412,Alipur BO,Tarn Taran,PUNJAB,
143412,Jaunke BO,Tarn Taran,PUNJAB,
143412,Pringri BO,Tarn Taran,PUNJAB,
143115,Manawala Kalan BO,AMRITSAR,PUNJAB,
143115,Meherbanapura BO,AMRITSAR,PUNJAB,
143115,Sarli Khurd BO,AMRITSAR,PUNJAB,
143115,Takhutuchak BO,AMRITSAR,PUNJAB,
143304,Chuslewar BO,Tarn Taran,PUNJAB,
143304,Dayal Pura BO,Tarn Taran,PUNJAB,
143304,Kullah BO,Tarn Taran,PUNJAB,
143304,Manakpura BO,Tarn Taran,PUNJAB,
143415,Lauka BO,Tarn Taran,PUNJAB,
143415,Sakhira BO,Tarn Taran,PUNJAB,
143415,Shahbazpura BO,Tarn Taran,PUNJAB,
143406,Deo BO,Tarn Taran,PUNJAB,
143406,Jahangir BO,Tarn Taran,PUNJAB,
143117,Banian BO,Tarn Taran,PUNJAB,
143117,Vain Poin BO,Tarn Taran,PUNJAB,
143419,Bhure Kohna BO,Tarn Taran,PUNJAB,
143409,Warrian BO,Tarn Taran,PUNJAB,
143416,Gharyala BO,Tarn Taran,PUNJAB,
143416,Saidpur BO,Tarn Taran,PUNJAB,
143416,Shaheed BO,Tarn Taran,PUNJAB,
143416,Valtoha BO,Tarn Taran,PUNJAB,
143414,Naushhra Dhalla BO,Tarn Taran,PUNJAB,
143410,Marhana BO,Tarn Taran,PUNJAB,
143302,Jeowala BO,Tarn Taran,PUNJAB,
143302,Jhamke BO,Tarn Taran,PUNJAB,
143302,Padhri Kalan BO,Tarn Taran,PUNJAB,
143118,Beharipura BO,Tarn Taran,PUNJAB,
143402,Pandori Takhtmal BO,Tarn Taran,PUNJAB,
143402,Qilla Kavi Santokh BO,Tarn Taran,PUNJAB,
151501,Bahadurpur BO,MANSA,PUNJAB,
151005,Sardargarh BO,BATHINDA,PUNJAB,
151005,Naruana BO,BATHINDA,PUNJAB,
151005,Bibi Wala BO,BATHINDA,PUNJAB,
151511,Nasib Pura BO,BATHINDA,PUNJAB,
151206,Kotha Guru BO,BATHINDA,PUNJAB,
151106,Ghanda Bana BO,BATHINDA,PUNJAB,
151504,Hamirgarh Dhaipai BO,MANSA,PUNJAB,
151504,Khiwa Kalan BO,MANSA,PUNJAB,
151504,Khiwa Khurd BO,MANSA,PUNJAB,
151101,Bhucho Kalan BO,BATHINDA,PUNJAB,
151101,Chak Bakhtu BO,BATHINDA,PUNJAB,
151502,Alampur Bodla BO,MANSA,PUNJAB,
151201,Mehma Sawai BO,BATHINDA,PUNJAB,
151506,Fatehpur BO,MANSA,PUNJAB,
151506,Fatta Maluka BO,MANSA,PUNJAB,
151506,Hingna BO,MANSA,PUNJAB,
151506,Jhanduke BO,MANSA,PUNJAB,
151506,Moffar BO,MANSA,PUNJAB,
151505,Khara BO,MANSA,PUNJAB,
151505,Saharna BO,MANSA,PUNJAB,
151509,Gehri Bara Singh BO,BATHINDA,PUNJAB,
151509,Ram Nagar BO,BATHINDA,PUNJAB,
151102,Kalyan Sukha BO,BATHINDA,PUNJAB,
151102,Poohla BO,BATHINDA,PUNJAB,
151102,Poohli BO,BATHINDA,PUNJAB,
151301,Sekhu BO,BATHINDA,PUNJAB,
151103,Dikh BO,BATHINDA,PUNJAB,
151103,Kotra Koreyan Wala BO,BATHINDA,PUNJAB,
151103,Pitho BO,BATHINDA,PUNJAB,
151108,Hakam Singh Wala BO,BATHINDA,PUNJAB,
151401,Chak Attar Singh Wala BO,BATHINDA,PUNJAB,
151401,Jangi Rana BO,BATHINDA,PUNJAB,
151401,Kotli Sabo BO,BATHINDA,PUNJAB,
151401,Nand Garh BO,BATHINDA,PUNJAB,
151507,Jhanda Kalan BO,MANSA,PUNJAB,
151507,Mankhera BO,MANSA,PUNJAB,
151507,Mirpur Kalan BO,MANSA,PUNJAB,
151507,Nahran BO,MANSA,PUNJAB,
151511,Jiwan Singh Wala BO,BATHINDA,PUNJAB,
151302,Natheha BO,BATHINDA,PUNJAB,
151210,Karampatti BO,SRI MUKTSAR SAHIB,PUNJAB,
151210,Midda BO,SRI MUKTSAR SAHIB,PUNJAB,
151210,Ratta Tibba BO,SRI MUKTSAR SAHIB,PUNJAB,
151205,Romana Ajit Singh BO,FARIDKOT,PUNJAB,
151205,Seda Singh Wala BO,FARIDKOT,PUNJAB,
151205,Wara Bhai Ka BO,FARIDKOT,PUNJAB,
151208,Behbal Khurd BO,FARIDKOT,PUNJAB,
151208,Jhakhar Wala BO,FARIDKOT,PUNJAB,
152025,Bhutti Wala BO,SRI MUKTSAR SAHIB,PUNJAB,
152025,Khara BO,FARIDKOT,PUNJAB,
152115,Sham Khera BO,SRI MUKTSAR SAHIB,PUNJAB,
152115,Tarmala BO,SRI MUKTSAR SAHIB,PUNJAB,
152031,Bhullar BO,SRI MUKTSAR SAHIB,PUNJAB,
