pincode,locality,city,statename,
847226,Sidhap Kalan BO,MADHUBANI,BIHAR,
847226,Usarahi Deodha BO,MADHUBANI,BIHAR,
847403,Lakhnour BO,MADHUBANI,BIHAR,
847403,Raja Kharwar BO,MADHUBANI,BIHAR,
847404,Hata Rupauli BO,MADHUBANI,BIHAR,
847404,Kako BO,MADHUBANI,BIHAR,
847404,Sant Nagar BO,MADHUBANI,BIHAR,
847229,Paraul BO,MADHUBANI,BIHAR,
847228,Chhaurahi BO,MADHUBANI,BIHAR,
847228,Maheaswara BO,MADHUBANI,BIHAR,
847228,Maina Sukki BO,MADHUBANI,BIHAR,
847230,Bhaiyapatti BO,MADHUBANI,BIHAR,
847230,Manpour BO,MADHUBANI,BIHAR,
847227,Gajhara BO,MADHUBANI,BIHAR,
847227,Pathrahi BO,MADHUBANI,BIHAR,
847232,Tharhi Sidhhap BO,MADHUBANI,BIHAR,
847421,Laxamipur BO,MADHUBANI,BIHAR,
847231,Shahpur BO,MADHUBANI,BIHAR,
847214,Pilakhwar BO,MADHUBANI,BIHAR,
847408,Banki BO,MADHUBANI,BIHAR,
847408,Bela BO,MADHUBANI,BIHAR,
847408,Bhith Bhagwanpur BO,MADHUBANI,BIHAR,
847305,Basuki Bihari BO,MADHUBANI,BIHAR,
847213,Jagatpur BO,MADHUBANI,BIHAR,
847108,Bangama BO,MADHUBANI,BIHAR,
847108,Kukurdaura BO,MADHUBANI,BIHAR,
847452,Sarojabela,SUPAUL,BIHAR,
847234,Birsair BO,MADHUBANI,BIHAR,
847234,Gandhwair BO,MADHUBANI,BIHAR,
847234,Salempur BO,MADHUBANI,BIHAR,
847409,Dhanauja BO,MADHUBANI,BIHAR,
847409,Kalapatti BO,MADHUBANI,BIHAR,
847409,Siswabarhi BO,MADHUBANI,BIHAR,
847409,Tengrar BO,MADHUBANI,BIHAR,
847215,BBelahi BO,MADHUBANI,BIHAR,
847215,Nazirpur BO,MADHUBANI,BIHAR,
847238,Kakraul BO,MADHUBANI,BIHAR,
847235,Bhatsimar BO,MADHUBANI,BIHAR,
847235,Sugauna BO,MADHUBANI,BIHAR,
847308,Durgapatti BO,MADHUBANI,BIHAR,
847308,Raima BO,MADHUBANI,BIHAR,
847308,Sonai BO,MADHUBANI,BIHAR,
847109,Araria Sangra BO,MADHUBANI,BIHAR,
847109,Parsa BO,MADHUBANI,BIHAR,
847240,Harlakhi BO,MADHUBANI,BIHAR,
847240,Sothgaon BO,MADHUBANI,BIHAR,
843113,Dumri BO,MUZAFFARPUR,BIHAR,
843113,Khabra BO,MUZAFFARPUR,BIHAR,
844112,Bishanpur Arara BO,VAISHALI,BIHAR,
844112,Chapaith BO,VAISHALI,BIHAR,
843101,Madhaul BO,MUZAFFARPUR,BIHAR,
843101,Rewa Basantpur BO,MUZAFFARPUR,BIHAR,
843102,Kishanpur Telour BO,MUZAFFARPUR,BIHAR,
843102,Raja Pakar BO,MUZAFFARPUR,BIHAR,
843127,Jita Chapra BO,MUZAFFARPUR,BIHAR,
843127,Rampur Mina BO,MUZAFFARPUR,BIHAR,
843103,Lohsari BO,MUZAFFARPUR,BIHAR,
843104,Chak Sarmastpur BO,SITAMARHI,BIHAR,
843104,Krishnawara BO,VAISHALI,BIHAR,
843120,Dharfari BO,MUZAFFARPUR,BIHAR,
843120,Mohabatpur BO,MUZAFFARPUR,BIHAR,
843120,Tola Muza BO,MUZAFFARPUR,BIHAR,
843107,Jaimal Dumari BO,MUZAFFARPUR,BIHAR,
843107,Khutahi BO,MUZAFFARPUR,BIHAR,
843107,Mohjama BO,MUZAFFARPUR,BIHAR,
843123,Basara Shukul BO,MUZAFFARPUR,BIHAR,
843123,Kolwara BO,MUZAFFARPUR,BIHAR,
843360,BTayab BO,MUZAFFARPUR,BIHAR,
843108,Sirsia Buzurg BO,MUZAFFARPUR,BIHAR,
842006,Dhamauli B.O,MUZAFFARPUR,BIHAR,
843109,BKesho BO,MUZAFFARPUR,BIHAR,
843109,KHRamani BO,MUZAFFARPUR,BIHAR,
843109,Kabilpur BO,MUZAFFARPUR,BIHAR,
843109,Nariar Panapur BO,MUZAFFARPUR,BIHAR,
843109,Pakhnaha Shriram BO,MUZAFFARPUR,BIHAR,
843109,Panapur Kariat BO,MUZAFFARPUR,BIHAR,
843321,Dhanaur BO,MUZAFFARPUR,BIHAR,
843321,Pahsaul BO,MUZAFFARPUR,BIHAR,
844120,Chakwaja Nagma BO,MUZAFFARPUR,BIHAR,
844120,Girigama Dih BO,MUZAFFARPUR,BIHAR,
844120,Gauraiya B.O,MUZAFFARPUR,BIHAR,
843125,Ahiyapur BO,MUZAFFARPUR,BIHAR,
843125,Bishunpur Patti BO,MUZAFFARPUR,BIHAR,
843125,Manain BO,MUZAFFARPUR,BIHAR,
843128,Kodaria BO,MUZAFFARPUR,BIHAR,
843128,Mustafaganj BO,MUZAFFARPUR,BIHAR,
843111,BBarna BO,MUZAFFARPUR,BIHAR,
843111,BFiroj BO,MUZAFFARPUR,BIHAR,
843111,Bakhari BO,MUZAFFARPUR,BIHAR,
843111,Barjee BO,MUZAFFARPUR,BIHAR,
843111,MGopinathpur BO,MUZAFFARPUR,BIHAR,
843111,Pana Chapra BO,MUZAFFARPUR,BIHAR,
843111,Morsandi BO,MUZAFFARPUR,BIHAR,
843129,HKhanpur BO,MUZAFFARPUR,BIHAR,
843112,Bara Daud BO,MUZAFFARPUR,BIHAR,
843112,Koria Nizamat BO,MUZAFFARPUR,BIHAR,
843113,ABishanpur BO,MUZAFFARPUR,BIHAR,
843113,Chamarua BO,MUZAFFARPUR,BIHAR,
843113,Ladaura Pakari BO,MUZAFFARPUR,BIHAR,
843115,Bandra BO,MUZAFFARPUR,BIHAR,
843115,PBishanpur BO,MUZAFFARPUR,BIHAR,
843115,Tepari BO,MUZAFFARPUR,BIHAR,
842002,APurushotampur BO,MUZAFFARPUR,BIHAR,
842002,Narsinghpur BO,MUZAFFARPUR,BIHAR,
842002,Sheikhpur BO,MUZAFFARPUR,BIHAR,
843116,BUmapat Basant BO,MUZAFFARPUR,BIHAR,
843116,Dih Jiwar BO,MUZAFFARPUR,BIHAR,
843117,Gorigama BO,SITAMARHI,BIHAR,
843126,Raja Rampur BO,MUZAFFARPUR,BIHAR,
843118,Chiraila BO,MUZAFFARPUR,BIHAR,
843118,Godanpatti BO,MUZAFFARPUR,BIHAR,
843118,Ibrahimpur BO,MUZAFFARPUR,BIHAR,
843118,Sakarwara BO,MUZAFFARPUR,BIHAR,
843132,Chapra Megh BO,MUZAFFARPUR,BIHAR,
843119,Jagdishpur Baghnagari BO,MUZAFFARPUR,BIHAR,
844127,Jhikati BO,MUZAFFARPUR,BIHAR,
844127,KMadhuban BO,MUZAFFARPUR,BIHAR,
844127,Kerma BO,MUZAFFARPUR,BIHAR,
842004,Chakmohabbat B.O,MUZAFFARPUR,BIHAR,
854112,Bairia B.O,KATIHAR,BIHAR,
854112,Durgapur BO,KATIHAR,BIHAR,
854112,Pani Kamla BO,KATIHAR,BIHAR,
854101,Simra BO,KATIHAR,BIHAR,
855101,Baigna BO,KISHANGANJ,BIHAR,
855101,M BATHNA BO,KISHANGANJ,BIHAR,
855101,Matiari BO,KISHANGANJ,BIHAR,
855101,Rupani BO,KISHANGANJ,BIHAR,
855101,SOMESHWAR BO,KISHANGANJ,BIHAR,
855102,Sankola BO,KATIHAR,BIHAR,
854317,BAGHWA BO,KATIHAR,BIHAR,
854317,BALUPARA BO,KATIHAR,BIHAR,
854317,GANJAN BO,KATIHAR,BIHAR,
854317,KURUM BO,KATIHAR,BIHAR,
854317,MADHEPUR BO,KATIHAR,BIHAR,
854317,MAHISHAL BO,KATIHAR,BIHAR,
854103,KUMARIPUR BO,KATIHAR,BIHAR,
854103,TINGACHIA BO,KATIHAR,BIHAR,
855105,CHOWKI HARIPUR BO,KATIHAR,BIHAR,
854104,BHANDARTAL BO,KATIHAR,BIHAR,
854104,MARGHIA BO,KATIHAR,BIHAR,
854104,SAMDA BO,KATIHAR,BIHAR,
854106,DALAN BO,KATIHAR,BIHAR,
854107,BELWA BO,KATIHAR,BIHAR,
855108,MEHARGANJ BO,KISHANGANJ,BIHAR,
855108,POWAKHALI BO,KISHANGANJ,BIHAR,
855107,ASJA BO,KISHANGANJ,BIHAR,
855107,GMBATHNA BO,KISHANGANJ,BIHAR,
855107,RAIPUR BO,KISHANGANJ,BIHAR,
855107,SINGHIA BO,KISHANGANJ,BIHAR,
854108,BHATWARA BO,KATIHAR,BIHAR,
854108,JHAGRUCHAK BO,KATIHAR,BIHAR,
854113,BNDIARA BO,KATIHAR,BIHAR,
854114,Chhohar BO,KATIHAR,BIHAR,
854117,Dilli Diwanganj BO,KATIHAR,BIHAR,
855113,Jhawa BO,KATIHAR,BIHAR,
855113,Siktia BO,KATIHAR,BIHAR,
855113,Teghra BO,KATIHAR,BIHAR,
854115,Bansgarha BO,KATIHAR,BIHAR,
855114,ARIHANA BO,KATIHAR,BIHAR,
855114,Dandkhora BO,KATIHAR,BIHAR,
855114,Kadwa BO,KATIHAR,BIHAR,
855115,MAUDHA BO,KISHANGANJ,BIHAR,
855117,MARIYA BO,KISHANGANJ,BIHAR,
855117,PThakurbari BO,KISHANGANJ,BIHAR,
855117,Poth RS BO,KISHANGANJ,BIHAR,
855116,Bhawaniganj BO,KISHANGANJ,BIHAR,
855116,Hulhuli BO,KISHANGANJ,BIHAR,
855116,Kuri Muri BO,KISHANGANJ,BIHAR,
854312,Bangama BO,ARARIA,BIHAR,
854312,Basaity BO,ARARIA,BIHAR,
854312,Chandardai BO,ARARIA,BIHAR,
854312,Kamaldaha BO,ARARIA,BIHAR,
854312,Mahsail BO,ARARIA,BIHAR,
854312,Mohani BO,ARARIA,BIHAR,
854311,Baturbari BO,ARARIA,BIHAR,
854311,Dabhara BO,ARARIA,BIHAR,
854311,Doria Sonapur BO,ARARIA,BIHAR,
854311,Gaiyari BO,ARARIA,BIHAR,
854311,Pategana BO,ARARIA,BIHAR,
854311,Haryabara BO,ARARIA,BIHAR,
854315,Asja Mobaiya BO,PURNIA,BIHAR,
854315,Channidoria BO,PURNIA,BIHAR,
854315,Charaiya BO,PURNIA,BIHAR,
854202,Dhima BO,PURNIA,BIHAR,
854202,Hingua BO,ARARIA,BIHAR,
854202,MPurandaha BO,PURNIA,BIHAR,
854202,Parsa Hat BO,ARARIA,BIHAR,
854203,Bishanpur Deorhi BO,PURNIA,BIHAR,
854316,Amouna BO,ARARIA,BIHAR,
854204,Barhari BO,PURNIA,BIHAR,
854204,Madhavnagar BO,PURNIA,BIHAR,
854204,Mehdi BO,PURNIA,BIHAR,
854204,Sahidganj BO,PURNIA,BIHAR,
854102,Akarthapa BO,PURNIA,BIHAR,
854102,Birnagar BO,PURNIA,BIHAR,
854102,Tetrahi BO,PURNIA,BIHAR,
854318,Haldia Bokra BO,ARARIA,BIHAR,
854318,Kushmaha BO,ARARIA,BIHAR,
854318,Parwaha BO,ARARIA,BIHAR,
854318,Ramai BO,ARARIA,BIHAR,
854325,Rampur Kodarkatti BO,PURNIA,BIHAR,
854326,Belouri BO,PURNIA,BIHAR,
854329,Chakaihat BO,ARARIA,BIHAR,
854329,Kesharra BO,ARARIA,BIHAR,
854330,Betouna BO,PURNIA,BIHAR,
854330,Bharmara BO,PURNIA,BIHAR,
854330,Gurahi BO,PURNIA,BIHAR,
854330,Jhawari BO,PURNIA,BIHAR,
854330,Mahamadia BO,PURNIA,BIHAR,
854330,Matkopa BO,PURNIA,BIHAR,
854330,Tolikola BO,PURNIA,BIHAR,
854332,Bathraha Ashabhag BO,ARARIA,BIHAR,
854332,Pahunsi BO,ARARIA,BIHAR,
854331,Sohagmare BO,ARARIA,BIHAR,
854333,Bhirbhiri BO,ARARIA,BIHAR,
854333,Gamharia BO,KISHANGANJ,BIHAR,
854333,Maldwar BO,ARARIA,BIHAR,
854333,Palasi BO,ARARIA,BIHAR,
854334,Bagulaha BO,ARARIA,BIHAR,
854334,Jagta BO,ARARIA,BIHAR,
854334,KBaijnathpur BO,ARARIA,BIHAR,
854334,Kushkapur BO,ARARIA,BIHAR,
854334,Madhulata BO,ARARIA,BIHAR,
854335,Barhara BO,ARARIA,BIHAR,
854335,Bhagwa Deviganj BO,ARARIA,BIHAR,
854335,Nathpur BO,ARARIA,BIHAR,
854335,Rajganj BO,ARARIA,BIHAR,
854304,Bithnauli BO,PURNIA,BIHAR,
854304,Khemchand BO,PURNIA,BIHAR,
854304,Rupaspur BO,PURNIA,BIHAR,
854303,Maranga BO,PURNIA,BIHAR,
854337,Bhogabhatgama BO,PURNIA,BIHAR,
854306,Bahora BO,PURNIA,BIHAR,
854339,Matiayari BO,SUPAUL,BIHAR,
852101,Madhukarchak BO,MADHEPURA,BIHAR,
852101,Rahta Chamukh BO,MADHEPURA,BIHAR,
852101,Rajni BO,MADHEPURA,BIHAR,
852105,Banania BO,SUPAUL,BIHAR,
852114,Bhadol BO,MADHEPURA,BIHAR,
852114,Bhatkhora BO,MADHEPURA,BIHAR,
852106,Rajanpur BO,SAHARSA,BIHAR,
852106,Shankarpur BO,SAHARSA,BIHAR,
852213,Abhirampur BO,MADHEPURA,BIHAR,
852213,Laua Lagam BO,MADHEPURA,BIHAR,
852213,Paina BO,MADHEPURA,BIHAR,
852107,Pama BO,SAHARSA,BIHAR,
852108,Amha BO,SUPAUL,BIHAR,
852108,Hatwaria BO,SUPAUL,BIHAR,
852108,Orahi BO,MADHEPURA,BIHAR,
852109,Maheshpur BO,SUPAUL,BIHAR,
852110,Barail BO,SUPAUL,BIHAR,
852115,Anandpura BO,MADHEPURA,BIHAR,
852115,Shahpur BO,MADHEPURA,BIHAR,
852115,Sukhashan BO,MADHEPURA,BIHAR,
852214,Charne BO,SUPAUL,BIHAR,
852111,Haripur BO,SUPAUL,BIHAR,
852215,Motipur BO,SUPAUL,BIHAR,
852112,MBaghaili BO,MADHEPURA,BIHAR,
852113,Maliya BO,MADHEPURA,BIHAR,
852113,Sahugarh BO,MADHEPURA,BIHAR,
852113,Tulsibari BO,MADHEPURA,BIHAR,
852216,Maina Gram BO,SAHARSA,BIHAR,
852216,Sisauna BO,SAHARSA,BIHAR,
852217,Baraith BO,SAHARSA,BIHAR,
852121,SDakshinwari BO,MADHEPURA,BIHAR,
852121,SSimraha BO,MADHEPURA,BIHAR,
852121,T Dhanchhoa BO,MADHEPURA,BIHAR,
852122,Amarpura BO,MADHEPURA,BIHAR,
852122,Dinapatti BO,MADHEPURA,BIHAR,
852122,Lc Ashthan BO,MADHEPURA,BIHAR,
852122,Sahuria BO,PURNIA,BIHAR,
852123,Barharia BO,SAHARSA,BIHAR,
852123,Ekrah BO,SAHARSA,BIHAR,
852123,Kedlipatti BO,SAHARSA,BIHAR,
852124,Bijalpur BO,SAHARSA,BIHAR,
852124,Sihaul BO,SAHARSA,BIHAR,
852218,Bheropatti BO,SUPAUL,BIHAR,
852218,Sakhua BO,SUPAUL,BIHAR,
852125,Bhawanipur Patni BO,SUPAUL,BIHAR,
852125,Chilauni BO,SUPAUL,BIHAR,
852125,Sukhanagar BO,SUPAUL,BIHAR,
852125,Surjapur BO,SUPAUL,BIHAR,
852202,Rupanagar BO,SAHARSA,BIHAR,
852202,Simraha BO,SAHARSA,BIHAR,
852202,Sisai BO,SAHARSA,BIHAR,
852202,Sulindabad BO,SAHARSA,BIHAR,
852126,Harewa BO,SAHARSA,BIHAR,
852126,Mobarakpur BO,SAHARSA,BIHAR,
852126,Samhar Khurd BO,SAHARSA,BIHAR,
852219,Bispatti BO,MADHEPURA,BIHAR,
852219,KMillik BO,MADHEPURA,BIHAR,
852219,Kurshandi BO,MADHEPURA,BIHAR,
852219,Mahmooda BO,MADHEPURA,BIHAR,
852127,Bariarpur BO,SAHARSA,BIHAR,
852127,Goriari BO,SAHARSA,BIHAR,
852128,Bhawanipur BO,MADHEPURA,BIHAR,
852132,Kalhua BO,MADHEPURA,BIHAR,
852128,Kataia Satokar BO,MADHEPURA,BIHAR,
852128,Manhara Sukhashan BO,MADHEPURA,BIHAR,
852128,Patori BO,MADHEPURA,BIHAR,
852128,Ratanpura BO,MADHEPURA,BIHAR,
852128,Rupauli Jiwachpur BO,MADHEPURA,BIHAR,
852132,Sonbersa BO,MADHEPURA,BIHAR,
852129,Maina BO,SAHARSA,BIHAR,
852129,Sahsoul BO,SAHARSA,BIHAR,
852221,Gamaharia Rampur BO,SAHARSA,BIHAR,
852221,Rauta BO,SAHARSA,BIHAR,
852134,Bina,SUPAUL,BIHAR,
852134,Jobha,SUPAUL,BIHAR,
852134,Maujaha,SUPAUL,BIHAR,
852137,Lalganj BO,SUPAUL,BIHAR,
852137,Mohmmad Ganj BO,SUPAUL,BIHAR,
852138,Malarh BO,SUPAUL,BIHAR,
852139,Daparkha BO,SUPAUL,BIHAR,
852139,Jaraila BO,SUPAUL,BIHAR,
852220,Laskari BO,MADHEPURA,BIHAR,
852220,Rampur Khora BO,MADHEPURA,BIHAR,
848506,Dharnipatti BO,SAMASTIPUR,BIHAR,
848506,Madhopur BO,SAMASTIPUR,BIHAR,
848506,Mohanpur BO,SAMASTIPUR,BIHAR,
848207,Belsandi BO,SAMASTIPUR,BIHAR,
848207,Sihma BO,SAMASTIPUR,BIHAR,
848114,Chapta BO,SAMASTIPUR,BIHAR,
848114,Ghataho BO,SAMASTIPUR,BIHAR,
848114,Soeral BO,SAMASTIPUR,BIHAR,
848115,Malikaur BO,SAMASTIPUR,BIHAR,
848117,Balahi BO,SAMASTIPUR,BIHAR,
848117,Ballipur BO,SAMASTIPUR,BIHAR,
848117,Khanpur BO,SAMASTIPUR,BIHAR,
848117,Sripur Gahar BO,SAMASTIPUR,BIHAR,
848134,Bishanpur Hakimabad BO,SAMASTIPUR,BIHAR,
848302,Janardanpur BO,SAMASTIPUR,BIHAR,
848160,Chakhabib BO,SAMASTIPUR,BIHAR,
848103,LBPura BO,SAMASTIPUR,BIHAR,
848103,Lagunia Raghukanth BO,SAMASTIPUR,BIHAR,
848103,Mohanpur BO,SAMASTIPUR,BIHAR,
848104,Shekhopur BO,SAMASTIPUR,BIHAR,
848301,Chhatneshwar BO,SAMASTIPUR,BIHAR,
848301,Purnahi BO,SAMASTIPUR,BIHAR,
848206,Kale Narpatnagar BO,SAMASTIPUR,BIHAR,
848213,Beridharsham BO,DARBHANGA,BIHAR,
848213,Chigri BO,DARBHANGA,BIHAR,
848213,Jhajhra BO,DARBHANGA,BIHAR,
848208,Geeta Deodha BO,SAMASTIPUR,BIHAR,
848208,Jahangirpur Lagma BO,SAMASTIPUR,BIHAR,
848208,Mahen BO,SAMASTIPUR,BIHAR,
848502,Andaur BO,SAMASTIPUR,BIHAR,
848502,Sibaisingpur BO,SAMASTIPUR,BIHAR,
848502,Tetarpur BO,SAMASTIPUR,BIHAR,
848501,Bishanpur Beri BO,SAMASTIPUR,BIHAR,
848501,Kursaha BO,SAMASTIPUR,BIHAR,
848501,Rajpur BO,SAMASTIPUR,BIHAR,
848121,Nikaspur Nisfi BO,SAMASTIPUR,BIHAR,
848211,Desari BO,SAMASTIPUR,BIHAR,
848211,Manda BO,SAMASTIPUR,BIHAR,
848211,Patailia BO,SAMASTIPUR,BIHAR,
848211,Surauli BO,SAMASTIPUR,BIHAR,
848102,Gopalpur BO,SAMASTIPUR,BIHAR,
848505,Gangsara BO,SAMASTIPUR,BIHAR,
848505,Kumaiya BO,SAMASTIPUR,BIHAR,
848505,Raghunathpur BO,SAMASTIPUR,BIHAR,
848504,Bahadurpur Patory BO,SAMASTIPUR,BIHAR,
848504,Taradhamaun BO,SAMASTIPUR,BIHAR,
848504,Dharampur Dhakli,SAMASTIPUR,BIHAR,
848125,Dhobgama BO,SAMASTIPUR,BIHAR,
848125,Hajpurwa Karua BO,SAMASTIPUR,BIHAR,
848125,Namapur BO,SAMASTIPUR,BIHAR,
848125,Sormar Baghla BO,SAMASTIPUR,BIHAR,
848210,Baidyanathpur BO,SAMASTIPUR,BIHAR,
848127,Bazidpur Kumhira BO,SAMASTIPUR,BIHAR,
848127,Harilochanpur BO,SAMASTIPUR,BIHAR,
848127,Harpur Barhetta BO,SAMASTIPUR,BIHAR,
848209,Balha BO,DARBHANGA,BIHAR,
848209,Banda BO,SAMASTIPUR,BIHAR,
848209,Basudeva BO,SAMASTIPUR,BIHAR,
848209,Dasaut BO,SAMASTIPUR,BIHAR,
848209,Morwarai BO,SAMASTIPUR,BIHAR,
848209,Sonsa BO,SAMASTIPUR,BIHAR,
848209,Srikameshwar Nagar BO,SAMASTIPUR,BIHAR,
848132,Akha Bishanpur BO,SAMASTIPUR,BIHAR,
848132,Belari BO,SAMASTIPUR,BIHAR,
848132,Bhagwanpur Lohagir BO,SAMASTIPUR,BIHAR,
848132,LMPatti BO,SAMASTIPUR,BIHAR,
848132,Pataili BO,SAMASTIPUR,BIHAR,
848132,Rupauli BO,SAMASTIPUR,BIHAR,
848132,Satanpur BO,SAMASTIPUR,BIHAR,
848503,Bazidpur BO,SAMASTIPUR,BIHAR,
848503,Khan Mirzapur BO,SAMASTIPUR,BIHAR,
848503,Madhaipur BO,SAMASTIPUR,BIHAR,
848503,Mau Dhaneshpur BO,SAMASTIPUR,BIHAR,
848503,Sherpur Dhepura BO,SAMASTIPUR,BIHAR,
848131,Mohammedpur Koari BO,SAMASTIPUR,BIHAR,
848133,Rahua BO,SAMASTIPUR,BIHAR,
841403,Dhangarha BO,SARAN,BIHAR,
841403,Hariharpur BO,SARAN,BIHAR,
841403,Murarpur BO,SARAN,BIHAR,
841403,Saraya BO,SARAN,BIHAR,
841201,Dharmapura BO,SARAN,BIHAR,
841201,Madansath BO,SARAN,BIHAR,
841205,Khardahiya BO,SARAN,BIHAR,
