pincode,locality,city,statename,
493225,Tekarikunda BO,RAIPUR,CHHATTISGARH,
493663,Bhaismundi BO,DHAMTARI,CHHATTISGARH,
493663,Dahdaha BO,DHAMTARI,CHHATTISGARH,
493663,Jhiriya BO,DHAMTARI,CHHATTISGARH,
493663,Mandraud BO,DHAMTARI,CHHATTISGARH,
493663,Parkhanda BO,DHAMTARI,CHHATTISGARH,
493663,Puri BO,DHAMTARI,CHHATTISGARH,
493663,Donar B.O,DHAMTARI,CHHATTISGARH,
493526,Ahilda BO,BALODA BAZAR,CHHATTISGARH,
493526,Kohraud BO,BALODA BAZAR,CHHATTISGARH,
493526,Lachhanpur BO,BALODA BAZAR,CHHATTISGARH,
493526,Sarkhor BO,BALODA BAZAR,CHHATTISGARH,
493526,Siriadih BO,BALODA BAZAR,CHHATTISGARH,
493662,Kareli Chhoti BO,DHAMTARI,CHHATTISGARH,
493662,Megha BO,DHAMTARI,CHHATTISGARH,
493445,Bamhani BO,MAHASAMUND,CHHATTISGARH,
493445,Dhansuli BO,MAHASAMUND,CHHATTISGARH,
493445,Garhseoni BO,MAHASAMUND,CHHATTISGARH,
493445,Joba BO,MAHASAMUND,CHHATTISGARH,
493445,Ghodari B.O,MAHASAMUND,CHHATTISGARH,
493445,Achholi B.O,MAHASAMUND,CHHATTISGARH,
493445,Sher B.O,MAHASAMUND,CHHATTISGARH,
493888,Jidar BO,GARIYABAND,CHHATTISGARH,
493888,Koiba B.O,GARIYABAND,CHHATTISGARH,
493888,Odha B.O,GARIYABAND,CHHATTISGARH,
493888,Jangada B.O,GARIYABAND,CHHATTISGARH,
493111,Akoli BO,RAIPUR,CHHATTISGARH,
493111,Dondekala BO,RAIPUR,CHHATTISGARH,
493778,Birgudi BO,DHAMTARI,CHHATTISGARH,
493778,Ghatula BO,DHAMTARI,CHHATTISGARH,
493778,Karraghati B.O,DHAMTARI,CHHATTISGARH,
493778,Chameda B.O,DHAMTARI,CHHATTISGARH,
493778,Karhi B.O,DHAMTARI,CHHATTISGARH,
493778,Malhari B.O,DHAMTARI,CHHATTISGARH,
493778,Akawari B.O,DHAMTARI,CHHATTISGARH,
493228,Kosmandi BO,BALODA BAZAR,CHHATTISGARH,
493228,Saloni BO,BALODA BAZAR,CHHATTISGARH,
492109,Dhaurabhata BO,GARIYABAND,CHHATTISGARH,
492109,Hasda BO,GARIYABAND,CHHATTISGARH,
492109,Pathar BO,GARIYABAND,CHHATTISGARH,
493992,Belar BO,GARIYABAND,CHHATTISGARH,
493992,Arand B.O,GARIYABAND,CHHATTISGARH,
493551,Barekel BO,MAHASAMUND,CHHATTISGARH,
493551,Dumarpali BO,MAHASAMUND,CHHATTISGARH,
493551,Gadbeda BO,MAHASAMUND,CHHATTISGARH,
493551,Jhalap BO,MAHASAMUND,CHHATTISGARH,
493551,Khatta BO,MAHASAMUND,CHHATTISGARH,
493551,Raitum BO,MAHASAMUND,CHHATTISGARH,
493551,Sukhipali BO,MAHASAMUND,CHHATTISGARH,
493551,Kachhardih B.O,MAHASAMUND,CHHATTISGARH,
493331,Arjuni BO,BALODA BAZAR,CHHATTISGARH,
493331,Karmada BO,BALODA BAZAR,CHHATTISGARH,
492112,Bhagat Deori BO,BALODA BAZAR,CHHATTISGARH,
492112,Chhoteloram BO,BALODA BAZAR,CHHATTISGARH,
492112,Paraswani BO,BALODA BAZAR,CHHATTISGARH,
492112,Saldih BO,BALODA BAZAR,CHHATTISGARH,
493558,Badesajapali BO,MAHASAMUND,CHHATTISGARH,
493558,Maldamal BO,MAHASAMUND,CHHATTISGARH,
493558,Rohina BO,MAHASAMUND,CHHATTISGARH,
493558,Singhoda BO,MAHASAMUND,CHHATTISGARH,
493559,Raikona BO,BALODA BAZAR,CHHATTISGARH,
493101,Bansankra BO,BALODA BAZAR,CHHATTISGARH,
493101,Damakheda BO,BALODA BAZAR,CHHATTISGARH,
492013,Rajkumar College BO,RAIPUR,CHHATTISGARH,
492099,Tenduwa BO,RAIPUR,CHHATTISGARH,
493229,Sisdeori BO,BALODA BAZAR,CHHATTISGARH,
493448,Kasekera BO,MAHASAMUND,CHHATTISGARH,
110094,Dayalpur BO,NORTH EAST,DELHI,
110090,Badarpur Khadar BO,NORTH EAST,DELHI,
110036,Bakhtawar Pur BO,NORTH,DELHI,
110036,Kadipur BO,NORTH,DELHI,
110036,Khampur BO,NORTH,DELHI,
110036,Mukhmelpur BO,NORTH,DELHI,
110039,Barwala BO,NORTH,DELHI,
110033,Bhalaswa BO,NORTH,DELHI,
110081,Gheora BO,NORTH WEST,DELHI,
110081,Lad Pur BO,NORTH WEST,DELHI,
110082,Khera Khurd BO,NORTH,DELHI,
110082,Naya Bans BO,NORTH,DELHI,
110040,Bhorgarh BO,NORTH,DELHI,
110042,Pehlad Pur BO,NORTH,DELHI,
110086,Pooth Kalan BO,NORTH WEST,DELHI,
110044,Pul Pahladpur BO,SOUTH,DELHI,
110061,Shahbad Mohammadpur BO,NEW DELHI,DELHI,
110068,Maidan Garhi BO,SOUTH,DELHI,
110030,Sultanpur BO,SOUTH,DELHI,
110070,Masood Pur BO,NEW DELHI,DELHI,
110043,Kair B.O,WEST,DELHI,
110078,Kakrola B.O,SOUTH WEST,DELHI,
110043,Jhatikara B.O,WEST,DELHI,
110045,Nasirpur B.O,SOUTH WEST,DELHI,
110077,Bagdola B.O,NEW DELHI,DELHI,
110077,Barthal B.O,SOUTH WEST,DELHI,
110077,Dhulsiras B.O,SOUTH WEST,DELHI,
110073,Malik Pur B.O,SOUTH WEST,DELHI,
110063,Jawala Heri B.O,WEST,DELHI,
380058,Shela BO,AHMADABAD,GUJARAT,
382424,Chandkheda BO,AHMADABAD,GUJARAT,
382210,Kolat BO,AHMADABAD,GUJARAT,
382210,Telav BO,AHMADABAD,GUJARAT,
382210,Vishalpur BO,AHMADABAD,GUJARAT,
382430,Bakrol BO,AHMADABAD,GUJARAT,
382430,Kathwada BO,AHMADABAD,GUJARAT,
382433,Chaulaj BO,AHMADABAD,GUJARAT,
382330,Limbadia BO,AHMADABAD,GUJARAT,
382427,Jetalpur BO,AHMADABAD,GUJARAT,
382425,Muktipur BO,AHMADABAD,GUJARAT,
382425,Pirana BO,AHMADABAD,GUJARAT,
382435,Gamdi BO,AHMADABAD,GUJARAT,
385001,Dhandha BO,BANAS KANTHA,GUJARAT,
385001,Chadotar BO,BANAS KANTHA,GUJARAT,
385001,Gathaman BO,BANAS KANTHA,GUJARAT,
385001,Bhagal P BO,BANAS KANTHA,GUJARAT,
385001,Lalawada BO,BANAS KANTHA,GUJARAT,
385110,Bamnoj BO,BANAS KANTHA,GUJARAT,
385110,Jodhsar BO,BANAS KANTHA,GUJARAT,
385320,Chembuva BO,BANAS KANTHA,GUJARAT,
385320,Morvada BO,BANAS KANTHA,GUJARAT,
385320,Radka BO,BANAS KANTHA,GUJARAT,
385320,Ujanwada BO,BANAS KANTHA,GUJARAT,
385320,Vajapur Juna BO,BANAS KANTHA,GUJARAT,
385530,Chhatrala BO,BANAS KANTHA,GUJARAT,
385530,Mudetha BO,BANAS KANTHA,GUJARAT,
385210,Edrana BO,BANAS KANTHA,GUJARAT,
385210,MALOSANA BO,BANAS KANTHA,GUJARAT,
385010,Antroli BO,BANAS KANTHA,GUJARAT,
385010,Bhutedi BO,BANAS KANTHA,GUJARAT,
385010,Ranavas BO,BANAS KANTHA,GUJARAT,
385120,Jaswant Gadh BO,BANAS KANTHA,GUJARAT,
385120,Punjpur BO,BANAS KANTHA,GUJARAT,
385120,Rangpur BO,BANAS KANTHA,GUJARAT,
385120,Vijlasan BO,BANAS KANTHA,GUJARAT,
385505,Dantiwada BO,BANAS KANTHA,GUJARAT,
385505,Jegol BO,BANAS KANTHA,GUJARAT,
385330,Duchakwada BO,BANAS KANTHA,GUJARAT,
385330,Ravel BO,BANAS KANTHA,GUJARAT,
385330,Soni BO,BANAS KANTHA,GUJARAT,
385330,Chalva BO,BANAS KANTHA,GUJARAT,
385330,Lavana BO,BANAS KANTHA,GUJARAT,
385310,Kuvarla BO,BANAS KANTHA,GUJARAT,
385310,Malotra BO,BANAS KANTHA,GUJARAT,
385310,Morthal BO,BANAS KANTHA,GUJARAT,
385310,Nandla BO,BANAS KANTHA,GUJARAT,
385310,Nenava BO,BANAS KANTHA,GUJARAT,
385310,Ramsan BO,BANAS KANTHA,GUJARAT,
385310,Raviya BO,BANAS KANTHA,GUJARAT,
385566,Idhata BO,BANAS KANTHA,GUJARAT,
385566,Sherau BO,BANAS KANTHA,GUJARAT,
385566,Tadav BO,BANAS KANTHA,GUJARAT,
385535,Bhachalva BO,BANAS KANTHA,GUJARAT,
385535,Bhadath BO,BANAS KANTHA,GUJARAT,
385535,Katarva BO,BANAS KANTHA,GUJARAT,
385535,Robas Moti BO,BANAS KANTHA,GUJARAT,
385515,Kumbhasan BO,BANAS KANTHA,GUJARAT,
385515,Samdhi BO,BANAS KANTHA,GUJARAT,
385135,Dholia BO,BANAS KANTHA,GUJARAT,
385520,Meta BO,BANAS KANTHA,GUJARAT,
385545,Bapla BO,BANAS KANTHA,GUJARAT,
385545,Bhatram BO,BANAS KANTHA,GUJARAT,
385545,Kumar BO,BANAS KANTHA,GUJARAT,
385545,Vachhol BO,BANAS KANTHA,GUJARAT,
385545,Bhilada BO,BANAS KANTHA,GUJARAT,
385421,Kaleda BO,BANAS KANTHA,GUJARAT,
385421,Kodram BO,BANAS KANTHA,GUJARAT,
385421,Sisrana BO,BANAS KANTHA,GUJARAT,
385130,Dabhela BO,BANAS KANTHA,GUJARAT,
385550,Raner BO,BANAS KANTHA,GUJARAT,
385550,Raviyana BO,BANAS KANTHA,GUJARAT,
385570,Benap BO,BANAS KANTHA,GUJARAT,
385570,Chala BO,BANAS KANTHA,GUJARAT,
385555,Jakhel BO,BANAS KANTHA,GUJARAT,
385555,Kharia BO,BANAS KANTHA,GUJARAT,
385555,Motajampur BO,BANAS KANTHA,GUJARAT,
385565,Bhordu BO,BANAS KANTHA,GUJARAT,
385565,Khengarpura BO,BANAS KANTHA,GUJARAT,
385581,Lalpur BO,BANAS KANTHA,GUJARAT,
385565,Madal BO,BANAS KANTHA,GUJARAT,
385565,Moti Pavad BO,BANAS KANTHA,GUJARAT,
385560,Totana BO,BANAS KANTHA,GUJARAT,
385560,Valpura BO,BANAS KANTHA,GUJARAT,
385410,Semodra BO,BANAS KANTHA,GUJARAT,
385575,Bhatvar BO,BANAS KANTHA,GUJARAT,
385575,Madka BO,BANAS KANTHA,GUJARAT,
385575,Padan BO,BANAS KANTHA,GUJARAT,
382225,Sahij BO,AHMADABAD,GUJARAT,
382225,Valdhera BO,AHMADABAD,GUJARAT,
382225,Jalalpur Vajifa BO,AHMADABAD,GUJARAT,
382225,Kelia  Vasna BO,AHMADABAD,GUJARAT,
382225,Sarandi BO,AHMADABAD,GUJARAT,
382450,Charanki BO,BOTAD,GUJARAT,
382450,Salangpur  Hanuman BO,AHMADABAD,GUJARAT,
382450,Vadhela BO,AHMADABAD,GUJARAT,
382220,Chhabasar BO,AHMADABAD,GUJARAT,
382220,Kerala BO,AHMADABAD,GUJARAT,
382220,Nanodara BO,AHMADABAD,GUJARAT,
382220,Ranesar BO,AHMADABAD,GUJARAT,
382220,Salajada BO,AHMADABAD,GUJARAT,
382220,Sari BO,AHMADABAD,GUJARAT,
382463,Sangasar BO,AHMADABAD,GUJARAT,
382213,Devtimoti BO,AHMADABAD,GUJARAT,
382213,Matoda BO,AHMADABAD,GUJARAT,
382213,Moraiya BO,AHMADABAD,GUJARAT,
382120,Abasana BO,AHMADABAD,GUJARAT,
382120,Kukvav BO,AHMADABAD,GUJARAT,
382120,Odhav BO,AHMADABAD,GUJARAT,
382120,Sadatpura BO,AHMADABAD,GUJARAT,
382120,Sinaj BO,AHMADABAD,GUJARAT,
382120,Ughroj BO,AHMADABAD,GUJARAT,
382120,Vinchhan BO,AHMADABAD,GUJARAT,
382460,Rayka BO,AHMADABAD,GUJARAT,
382460,Aniali Bhimji BO,AHMADABAD,GUJARAT,
382455,Hebatpur BO,AHMADABAD,GUJARAT,
382455,Mingalpur BO,AHMADABAD,GUJARAT,
382465,Kamiala BO,AHMADABAD,GUJARAT,
382465,Loliya BO,AHMADABAD,GUJARAT,
382255,Chandarva BO,BOTAD,GUJARAT,
382255,Sunderiana BO,BOTAD,GUJARAT,
382145,Bamroli BO,AHMADABAD,GUJARAT,
382145,Madrisana BO,AHMADABAD,GUJARAT,
382145,Sunvala BO,AHMADABAD,GUJARAT,
382265,Ingoli BO,AHMADABAD,GUJARAT,
382240,Rupgadh BO,AHMADABAD,GUJARAT,
382230,Vejalka BO,AHMADABAD,GUJARAT,
382130,Dalod BO,AHMADABAD,GUJARAT,
382130,Kadvasan BO,AHMADABAD,GUJARAT,
382250,Shahpur BO,BOTAD,GUJARAT,
382140,Bhadana BO,AHMADABAD,GUJARAT,
382140,Pandharpura BO,AHMADABAD,GUJARAT,
382140,Shivpura BO,AHMADABAD,GUJARAT,
382245,Aniali  K  BO,BOTAD,GUJARAT,
382245,Bodia BO,BOTAD,GUJARAT,
382245,Khokarnesh BO,BOTAD,GUJARAT,
382245,Kundli BO,BOTAD,GUJARAT,
382110,Daduka BO,AHMADABAD,GUJARAT,
382110,Jamp BO,AHMADABAD,GUJARAT,
184142,Garha Satura BO,KATHUA,JAMMU AND KASHMIR,
184102,Dilwan BO,KATHUA,JAMMU AND KASHMIR,
184152,Hatli BO,KATHUA,JAMMU AND KASHMIR,
184152,Tridwan BO,KATHUA,JAMMU AND KASHMIR,
184202,Sabar BO,KATHUA,JAMMU AND KASHMIR,
184104,Kothera BO,KATHUA,JAMMU AND KASHMIR,
184148,Kahna Chack BO,KATHUA,JAMMU AND KASHMIR,
184148,Khanpur BO,KATHUA,JAMMU AND KASHMIR,
184210,LAKHRI BO,KATHUA,JAMMU AND KASHMIR,
184210,GARH SAMNA BANJ BO,UDHAMPUR,JAMMU AND KASHMIR,
194103,Trespone B.O,KARGIL,LADAKH,
194401,HUNDER DOK B.O,LEH LADAKH,LADAKH,
194102,Chokiyal B.O,KARGIL,LADAKH,
194103,Garkon B.O,KARGIL,LADAKH,
194103,Pashkum B.O,KARGIL,LADAKH,
194103,Yurbaltik B.O,KARGIL,LADAKH,
194106,Nurla B.O,LEH LADAKH,LADAKH,
194106,Skurbuchan B.O,LEH LADAKH,LADAKH,
194106,Wanla B.O,LEH LADAKH,LADAKH,
194109,Karamba B.O,KARGIL,LADAKH,
194109,Lochum B.O,KARGIL,LADAKH,
194109,Tache B.O,KARGIL,LADAKH,
194109,Wakha B.O,KARGIL,LADAKH,
194109,KHANGRAL B.O,KARGIL,LADAKH,
194303,Namsuru B.O,KARGIL,LADAKH,
194301,Sangra B.O,KARGIL,LADAKH,
194301,Tikat B.O,KARGIL,LADAKH,
194201,Chamray B.O,LEH LADAKH,LADAKH,
194201,Gia Meru B.O,LEH LADAKH,LADAKH,
194202,Kungyam B.O,LEH LADAKH,LADAKH,
185131,Muradpur BO,RAJOURI,JAMMU AND KASHMIR,
185131,Dassal Jattan BO,RAJOURI,JAMMU AND KASHMIR,
185233,Bagnkot BO,RAJOURI,JAMMU AND KASHMIR,
185233,Kewal BO,RAJOURI,JAMMU AND KASHMIR,
185135,Dodaj BO,RAJOURI,JAMMU AND KASHMIR,
185211,Dhargloon BO,POONCH,JAMMU AND KASHMIR,
185211,Ochhad BO,POONCH,JAMMU AND KASHMIR,
185132,Chambitrar BO,RAJOURI,JAMMU AND KASHMIR,
185132,Dhangri BO,RAJOURI,JAMMU AND KASHMIR,
185132,Gakhrote BO,RAJOURI,JAMMU AND KASHMIR,
185132,Nagrota BO,RAJOURI,JAMMU AND KASHMIR,
185202,Sialsui BO,RAJOURI,JAMMU AND KASHMIR,
185152,Bagnoti BO,RAJOURI,JAMMU AND KASHMIR,
185152,Bakhar BO,RAJOURI,JAMMU AND KASHMIR,
185152,Prat BO,RAJOURI,JAMMU AND KASHMIR,
185102,Bedar Balnai BO,POONCH,JAMMU AND KASHMIR,
185151,Chingas BO,RAJOURI,JAMMU AND KASHMIR,
185151,Dabbar Potha BO,RAJOURI,JAMMU AND KASHMIR,
185151,Doongi Manialan,RAJOURI,JAMMU AND KASHMIR,
185101,Dhara Dhullian BO,POONCH,JAMMU AND KASHMIR,
185121,Bafliaz BO,POONCH,JAMMU AND KASHMIR,
185121,Chandi Marh BO,POONCH,JAMMU AND KASHMIR,
185121,Gunthal BO,POONCH,JAMMU AND KASHMIR,
185121,Sialan BO,POONCH,JAMMU AND KASHMIR,
185201,Khawas BO,RAJOURI,JAMMU AND KASHMIR,
185201,Tareru BO,RAJOURI,JAMMU AND KASHMIR,
185201,Khorbani,RAJOURI,JAMMU AND KASHMIR,
185212,Behrote BO,RAJOURI,JAMMU AND KASHMIR,
185133,Dhani Dhar BO,RAJOURI,JAMMU AND KASHMIR,
192201,Nowgam B.O,ANANTNAG,JAMMU AND KASHMIR,
192201,Omanagri BO,ANANTNAG,JAMMU AND KASHMIR,
192305,Aglar BO,SHOPIAN,JAMMU AND KASHMIR,
192305,Turka Wangam BO,SHOPIAN,JAMMU AND KASHMIR,
192124,Marhama BO,ANANTNAG,JAMMU AND KASHMIR,
192124,Opzen BO,ANANTNAG,JAMMU AND KASHMIR,
192124,Tulkhana BO,ANANTNAG,JAMMU AND KASHMIR,
192124,Urran Hall BO,ANANTNAG,JAMMU AND KASHMIR,
192124,Veeri BO,ANANTNAG,JAMMU AND KASHMIR,
192233,Aharbal BO,KULGAM,JAMMU AND KASHMIR,
192233,Khull BO,KULGAM,JAMMU AND KASHMIR,
192210,Fateh Pora BO,ANANTNAG,JAMMU AND KASHMIR,
192302,Arihal BO,PULWAMA,JAMMU AND KASHMIR,
192302,Balpora BO,PULWAMA,JAMMU AND KASHMIR,
192302,Sindhshirmal BO,PULWAMA,JAMMU AND KASHMIR,
192302,Turkoo Babuar BO,PULWAMA,JAMMU AND KASHMIR,
192202,Narapora BO,ANANTNAG,JAMMU AND KASHMIR,
192202,Sagam B.O,ANANTNAG,JAMMU AND KASHMIR,
192231,Chadder BO,KULGAM,JAMMU AND KASHMIR,
192231,Chambgund BO,KULGAM,JAMMU AND KASHMIR,
192231,Kilam Bazgam BO,KULGAM,JAMMU AND KASHMIR,
192231,Pariwan BO,KULGAM,JAMMU AND KASHMIR,
192231,Shurat BO,KULGAM,JAMMU AND KASHMIR,
192125,Hutmarah BO,ANANTNAG,JAMMU AND KASHMIR,
192126,Laripora BO,ANANTNAG,JAMMU AND KASHMIR,
192301,Bandzoo BO,PULWAMA,JAMMU AND KASHMIR,
192301,Mitrigam BO,PULWAMA,JAMMU AND KASHMIR,
192301,Murram BO,PULWAMA,JAMMU AND KASHMIR,
192301,Parigam Jagir BO,PULWAMA,JAMMU AND KASHMIR,
192301,Romoh BO,PULWAMA,JAMMU AND KASHMIR,
193306,Tiken Batpora BO,PULWAMA,JAMMU AND KASHMIR,
192221,Wangund BO,ANANTNAG,JAMMU AND KASHMIR,
192221,Monghal BO,ANANTNAG,JAMMU AND KASHMIR,
192129,Ashmuqam BO,ANANTNAG,JAMMU AND KASHMIR,
192129,Ganeshpora BO,ANANTNAG,JAMMU AND KASHMIR,
192129,Siligam BO,ANANTNAG,JAMMU AND KASHMIR,
192303,Kharawara BO,SHOPIAN,JAMMU AND KASHMIR,
192303,Memendar BO,SHOPIAN,JAMMU AND KASHMIR,
192303,Pinjoora BO,SHOPIAN,JAMMU AND KASHMIR,
192303,Sedow BO,SHOPIAN,JAMMU AND KASHMIR,
192401,Hugam BO,ANANTNAG,JAMMU AND KASHMIR,
192401,Pushkriri BO,ANANTNAG,JAMMU AND KASHMIR,
192123,Baigund BO,PULWAMA,JAMMU AND KASHMIR,
192123,Bouli BO,PULWAMA,JAMMU AND KASHMIR,
192123,Kahleel BO,PULWAMA,JAMMU AND KASHMIR,
192123,Pastana BO,PULWAMA,JAMMU AND KASHMIR,
192212,Halsidar BO,ANANTNAG,JAMMU AND KASHMIR,
192212,Lower Mundah BO,ANANTNAG,JAMMU AND KASHMIR,
192212,Sadinare BO,ANANTNAG,JAMMU AND KASHMIR,
192232,Frisal BO,KULGAM,JAMMU AND KASHMIR,
192232,Katrasoo BO,KULGAM,JAMMU AND KASHMIR,
193411,Dachan BO,Budgam,JAMMU AND KASHMIR,
193411,Otligam BO,Budgam,JAMMU AND KASHMIR,
193411,Kralnewa,NA,NA,
190018,Bemina Chowk BO,Budgam,JAMMU AND KASHMIR,
191111,Gariend BO,Budgam,JAMMU AND KASHMIR,
191111,Kachwari BO,Budgam,JAMMU AND KASHMIR,
191111,Khan Shaib BO,Budgam,JAMMU AND KASHMIR,
191111,Ompora BO,Budgam,JAMMU AND KASHMIR,
191111,Raithan BO,Budgam,JAMMU AND KASHMIR,
191111,Soibugh BO,Budgam,JAMMU AND KASHMIR,
191113,Lalgam BO,Budgam,JAMMU AND KASHMIR,
191113,Kanir BO,Budgam,JAMMU AND KASHMIR,
191112,Abhama BO,PULWAMA,JAMMU AND KASHMIR,
191201,Benihama BO,GANDERBAL,JAMMU AND KASHMIR,
191201,Chattergul BO,GANDERBAL,JAMMU AND KASHMIR,
191201,Daderhama BO,GANDERBAL,JAMMU AND KASHMIR,
191202,Akhal BO,GANDERBAL,JAMMU AND KASHMIR,
191202,Kulan BO,GANDERBAL,JAMMU AND KASHMIR,
191202,Wangat BO,GANDERBAL,JAMMU AND KASHMIR,
193401,Badran BO,Budgam,JAMMU AND KASHMIR,
193401,S K Pora BO,Budgam,JAMMU AND KASHMIR,
192121,Honipora BO,PULWAMA,JAMMU AND KASHMIR,
192121,Pahroo BO,PULWAMA,JAMMU AND KASHMIR,
191101,Pandrathan BO,SRINAGAR,JAMMU AND KASHMIR,
190003,Nandpora BO,SRINAGAR,JAMMU AND KASHMIR,
193404,Hardobora BO,BARAMULLA,JAMMU AND KASHMIR,
193404,Hardushora BO,BARAMULLA,JAMMU AND KASHMIR,
193404,Tarahama BO,BARAMULLA,JAMMU AND KASHMIR,
182101,Gandala BO,UDHAMPUR,JAMMU AND KASHMIR,
182101,PTS Udhampur BO,UDHAMPUR,JAMMU AND KASHMIR,
182313,Panasa BO,REASI,JAMMU AND KASHMIR,
182313,Sarthalkot BO,REASI,JAMMU AND KASHMIR,
182313,Thanpal BO,REASI,JAMMU AND KASHMIR,
182146,Kaskoot BO,RAMBAN,JAMMU AND KASHMIR,
182146,Neel BO,RAMBAN,JAMMU AND KASHMIR,
182146,Thathar BO,RAMBAN,JAMMU AND KASHMIR,
182143,Assar BO,DODA,JAMMU AND KASHMIR,
182148,Bhartund BO,RAMBAN,JAMMU AND KASHMIR,
182148,Halla BO,RAMBAN,JAMMU AND KASHMIR,
182148,Sawni BO,RAMBAN,JAMMU AND KASHMIR,
182148,Chakka BO,RAMBAN,JAMMU AND KASHMIR,
182141,Kithar BO,UDHAMPUR,JAMMU AND KASHMIR,
182141,Nagulta BO,UDHAMPUR,JAMMU AND KASHMIR,
182141,Satuyalta BO,UDHAMPUR,JAMMU AND KASHMIR,
182121,Garnai BO,UDHAMPUR,JAMMU AND KASHMIR,
182320,Kakriyal BO,REASI,JAMMU AND KASHMIR,
182121,Panthal BO,REASI,JAMMU AND KASHMIR,
182121,Seen Bhramena BO,UDHAMPUR,JAMMU AND KASHMIR,
182121,Tikri BO,UDHAMPUR,JAMMU AND KASHMIR,
182124,Barmeen BO,UDHAMPUR,JAMMU AND KASHMIR,
182124,Chanunta BO,UDHAMPUR,JAMMU AND KASHMIR,
182124,Dhandal BO,UDHAMPUR,JAMMU AND KASHMIR,
182124,Kaldi BO,UDHAMPUR,JAMMU AND KASHMIR,
182201,Bhalla BO,DODA,JAMMU AND KASHMIR,
182201,Malhota BO,DODA,JAMMU AND KASHMIR,
182201,Matindal BO,DODA,JAMMU AND KASHMIR,
182201,Mohalla BO,DODA,JAMMU AND KASHMIR,
182201,Premnagar BO,DODA,JAMMU AND KASHMIR,
182201,Roat BO,DODA,JAMMU AND KASHMIR,
182204,Badhat BO,KISHTWAR,JAMMU AND KASHMIR,
182204,Kandni BO,KISHTWAR,JAMMU AND KASHMIR,
182204,Kuttal BO,KISHTWAR,JAMMU AND KASHMIR,
182204,Pochhal BO,KISHTWAR,JAMMU AND KASHMIR,
182140,Kaban BO,KISHTWAR,JAMMU AND KASHMIR,
182315,Larh BO,REASI,JAMMU AND KASHMIR,
182128,Khaned BO,UDHAMPUR,JAMMU AND KASHMIR,
182125,Kainthgali BO,UDHAMPUR,JAMMU AND KASHMIR,
182125,Kuddal BO,UDHAMPUR,JAMMU AND KASHMIR,
182125,Ladha BO,UDHAMPUR,JAMMU AND KASHMIR,
182205,Chingam BO,KISHTWAR,JAMMU AND KASHMIR,
182205,Inderwal BO,KISHTWAR,JAMMU AND KASHMIR,
182205,Nowpachi BO,KISHTWAR,JAMMU AND KASHMIR,
182205,Thakrai BO,KISHTWAR,JAMMU AND KASHMIR,
182134,Gumri BO,KISHTWAR,JAMMU AND KASHMIR,
185203,Bimblya BO,RAJOURI,JAMMU AND KASHMIR,
185203,Kund Kanyari BO,REASI,JAMMU AND KASHMIR,
185203,Sarhoti BO,RAJOURI,JAMMU AND KASHMIR,
185203,Taryath BO,RAJOURI,JAMMU AND KASHMIR,
185203,Hathal BO,RAJOURI,JAMMU AND KASHMIR,
182144,Gandhari BO,RAMBAN,JAMMU AND KASHMIR,
182144,Gool BO,RAMBAN,JAMMU AND KASHMIR,
182144,Ind BO,RAMBAN,JAMMU AND KASHMIR,
182144,Kanga BO,RAMBAN,JAMMU AND KASHMIR,
182144,Maitra Bazar BO,RAMBAN,JAMMU AND KASHMIR,
182144,Sangaldhan BO,RAMBAN,JAMMU AND KASHMIR,
182144,Bhehimdasa BO,RAMBAN,JAMMU AND KASHMIR,
182161,BANDHOLE BO,UDHAMPUR,JAMMU AND KASHMIR,
182122,Chowki Jandrorh BO,UDHAMPUR,JAMMU AND KASHMIR,
182122,Dalsar BO,UDHAMPUR,JAMMU AND KASHMIR,
182122,Dhanwalt BO,UDHAMPUR,JAMMU AND KASHMIR,
182122,Nagrota Panj Garain BO,UDHAMPUR,JAMMU AND KASHMIR,
182145,Khari BO,RAMBAN,JAMMU AND KASHMIR,
182311,Kheral BO,REASI,JAMMU AND KASHMIR,
182311,Vijaypur BO,REASI,JAMMU AND KASHMIR,
182203,Banoon BO,KISHTWAR,JAMMU AND KASHMIR,
182221,Bhalla BO,DODA,JAMMU AND KASHMIR,
827010,Sijua BO,BOKARO,JHARKHAND,
828134,Banstore BO,BOKARO,JHARKHAND,
828134,Galgaltand BO,BOKARO,JHARKHAND,
828134,Koria BO,BOKARO,JHARKHAND,
827013,Bijulia BO,BOKARO,JHARKHAND,
827013,Chas Bazar BO,BOKARO,JHARKHAND,
827013,Dudhigajar BO,BOKARO,JHARKHAND,
827013,Kurra BO,BOKARO,JHARKHAND,
827013,Kandra BO,BOKARO,JHARKHAND,
829301,Bahadurpur BO,BOKARO,JHARKHAND,
829301,Bandhdih BO,BOKARO,JHARKHAND,
827009,Baidmara BO,BOKARO,JHARKHAND,
828125,TARGA,DHANBAD,JHARKHAND,
828201,Ambona BO,DHANBAD,JHARKHAND,
828201,Moko BO,DHANBAD,JHARKHAND,
828201,Salpatra BO,DHANBAD,JHARKHAND,
828201,BARADAHA,DHANBAD,JHARKHAND,
828303,Jogidih BO,BOKARO,JHARKHAND,
828302,Amlabad Colliery BO,DHANBAD,JHARKHAND,
828202,Dumarkunda BO,DHANBAD,JHARKHAND,
828401,Bhendra BO,DHANBAD,JHARKHAND,
828401,KHESHMI,DHANBAD,JHARKHAND,
828401,CHAITA,DHANBAD,JHARKHAND,
828109,Chipkia BO,DHANBAD,JHARKHAND,
